taskId,language,description,topic_id,word_count,sentence_count
2669,8rnixczosjF6Jo4jFlUrEC,EN,"Analyse the images (e.g. horse, chandelier, window) Cisneros uses in this extract. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it.",,493,20
2670,8SFeZJsJNL39bHmPvBJhNs,EN,"Examine the images the speaker likens herself to. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him.",,792,20
2671,8JWXODhCNxs8lzQUXq5Wyz,EN,"Analyse the structure of the poem and the use of contrasts. What effect do the structure and contrasts have on you? Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it.",,805,20
2672,2sN3OmRNH9LaUw0i4ozBWZ,EN,"Analyse the image and relate it to Maya Angelou’s poem. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him.",,794,20
2673,aau7PV9bo4L5Wy7N37rGqV,EN,"What might the speaker have experienced to make him or her say ""Still I Rise"" ? What can you infer about the speaker from the title of the poem? Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it.",,813,20
2674,39xrrVS1BWxaLylaaWwiiC,EN,"Copy and complete the grid with the corresponding word categories: hope • weak • break • hate • shame • pain • rise What do you notice with regard to word formation? Noun Verb Adjective Antonym hope to hope … weak    Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him.",,825,20
2675,PKlo1mI1TB5ypN7rHCGFe,EN,"Brainstorm ideas about the kind of information you can/cannot obtain from the study of your DNA. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him.",,800,20
2676,4mCM4yHuc4s8V27Z2jBZ92,EN,"Find synonyms in the excerpt below for the following words. You can use a dictionary for the words you do not know. reservations • inference • without intention • idea • make permanent • pointed to • defective • excessive Extract from ""Can DNA tests tell us who we are? Only if we’re racists."" Looking back, I regret taking the test. Not because it confirmed the ancestry I could have guessed, nor even for the serious privacy concerns raised by giving my genetic code to a company. What I regret is the ease with which I accepted the racist implications underlying the test: a desire to understand who I am through DNA. In using DNA ancestry tests, we reduce the culture and lived experience that have long defined ethnicity to a biological, racial signifier that is neither especially relevant nor particularly accurate. By joining in, I inadvertently bought into the dangerous notion that who we are lies fundamentally in our blood. There’s no putting the genie of DNA testing back in the bottle. But instead of allowing it to cement racialized ways of thinking, we can use these tests to highlight how meaningless genetic ancestry is compared with the many other factors that shape our experience of ourselves and our communities. That’s exactly what happened in 2018, when Sen. Elizabeth Warren released a DNA test that indicated distant Native American ancestry. In many ways Warren was just using the same flawed, racist logic that I and all other DNA testers followed. Native American leaders rightly pushed back at the time, but the rest of us should, too, when people put undue weight on the findings of these kits. Aaron Freedman, Washington Post , 2020    Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope.",,1068,20
2677,5WP3Hu3XuN56yILh1zgAmP,EN,"Now combine your choices with the following words/phrases to form meaningful collocations/phrases and translate them. racist logic • dangerous • bought into • put … weight on • racialized ways of thinking • racist • Native American ancestry • privacy    Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him.",,824,20
2678,ax2az6z4mKW9tbDHkNFxb9,EN,"Find the corresponding English expressions for these German phrases in the excerpt below. A common legacy claim to be more comprehensive definition of belonging to belonging to a cultural heritage no reliable source for my identity The cultural heritage for Most of Human History, The Concept of Peoplehood - Of Belong to a Group Larger Than One's Extended Family - HAS - HAS - HASBeen largely determined by shared cultural practices (search as religion, customs and language) or political institutions. Even when groups have claimed common descent from mythological figures, as Han Chinese do, “blood relations” have remained a smaller and unverifiable component of peoplehood. This more capacious notion of belonging is how heritage is lived day to day for most people. I didn’t need a DNA test to identify as a Jew of European ancestry. I already knew that from my family and my culture: from my religion (Judaism), the language of my grandparents (Yiddish), the food I grew up with (noodle kugel, an almost sickly sweet casserole) and the stories of my great-grandparents, fleeing pogroms and learning of the murder of their siblings in the Holocaust. And yet, no matter how strong it was, this sense of cultural heritage didn’t feel like enough for me. In a society that determines so much based on blood ‒ money, connections, assumptions about character ‒ culture by itself felt like an unreliable narrator of my identity. And I wasn’t alone: More than 26 million people are estimated to have taken genealogical DNA tests. Why? The answer goes back to the 18th and 19th centuries, when European colonialism and the slave trade birthed the modern concept of race. As societies were built and genocides committed on the basis of racial hierarchy, it became imperative for racists to prove the biological existence of race. And so race “science” emerged, seeking to dislodge cultural heritage as the prime difference between groups of people. “Aryan” became synonymous with “German,” excluding the many Jewish and Slavic speakers of the language. Graduates of southern Africa’s missionary academies faced a colonial society that saw them as black first, Christian second. While the days of measuring foreheads and skulls are (largely) behind us, race science got a new lease on life when, in the 1950s, scientists discovered the molecular structure of DNA. By the 1980s DNA testing could reliably prove paternity, and by the late 1990s, the first direct-to-consumer genealogical DNA tests were brought to market. Aaron Freedman, Washington Post , 2020    Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives.",,1195,20
2679,3wzqwCcmMODaOoiDYVukUn,EN,"Evaluate Maya Angelou’s quote in the light of the Black Lives Matter movement. ""You may encounter many defeats, but you must not be defeated."" Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it.",,808,20
2680,3yF0LvThqMHactY069rEFZ,EN,"Discuss whether mentoring will result in more youth engagement. Which other suggestions do you have? Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it.",,799,20
2681,3bRXNjHcH0AaEBFu1df6fm,EN,"Interpret the illustration of the woman and relate it to this extract . Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him.",,797,20
2682,3MiM4MPsNLq8b2Mo6W8fcU,EN,"In recent years, the US has seen growing political interest among teenagers and young adults. Imagine you wanted to tell readers of Yes! Online Magazine about how young Germans feel by posting a comment in the online paper’s comment section. Use the information provided in the article Deutschlands Jugend - politisch wie nie to explain how young German voters are changing the political landscape. Germany's youth - political than ever? On the evening of the 26th May everyone could guess what it means for a short moment when almost 20 million people raise their voice. The evening of the European elections showed that young people are interested in the world around them - and they are loud. The turnout rose, old parties had to observe with horror how their approval values ​​fell, the Bündnis 90/The Greens triumphed: all a merit of the young voters. No other party in Germany does as well with the 30-year-olds as the Greens. A new, politicized generation is already being spoken in Germany. Comparable only with the young savages of the 1968s, which in Germany questioned values ​​of the post -war period. Similar to over 50 years ago, this generation of climate could also mix up the traditional political operations, create new values, and set its own agenda. […] This only shows what has been home to it for a long time. The “Shell Youth Study” already stated in 2015 that, compared to 2002, 41 percent of young people have already declared that they were politically interested. […] The young people have a powerful ally: the social networks. […] For the political scientist and founder of “Y-Politics” podcast Tanja Hille, the influence of social media stars, who normally do not create political content, is crucial. ""In my generation it was still the case that we had to actively procure information,"" says the 27-year-old. […] In politics, the strengthening of the young voices has not yet reached. Only a few members of younger years can be found in the parties in the Bundestag. And large parties are still awkward when dealing with new forces such as influencers.",,1191,20
2683,1SMBXu35xvK7kfTyn4pajE,EN,"The article mentions Germany as a positive example with its strong, established vocational training. Prepare a short statement referring to the study’s findings for German teenagers by using the podcast “Welche Berufswünsche haben Jugendliche?” as a source of information. Use your ideas from the Abi skills Mediation . In class, discuss whether you find these results for Germany surprising. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off.",,843,20
2684,88Gde55fB4Z5CpHyLf6hBk,EN,"Listen to what the US diplomat Frank G. Wisner says about the relationship between China and the US. What illusion does he warn the US about and what concrete advice does he give on how one should deal with China? Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would've liked to have known her, a wild horse of a woman, so wild she wouldn't marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it.",,824,20
2685,5RgzwRHzXhkazvyIr9KL4C,EN,"Your American friend is writing an assignment about how societies change their media consumption in times of crisis. He asks you for information about the impact of the Corona crisis on media consumption in Germany during the first months of the pandemic. Write an email to your friend, referring to the information given in the interview and the statistics. Fake news spread like a virus mirror Mr. Professor Schwab, the most absurd false reports on Corona are circulating on the net: constant drinking water helps against an infection. Or: there is no pandemic at all. Are you amazed at how many people take this for bare coin? Schwab no. Anyone who believes in secret frets or in the existence of UFOs, who also trusts a cross-grade guru who claims on his YouTube channel that he can heal Corona by laying on hand or do the whole thing using a brown flower therapy. That is unfortunately the case. Mirror Why do people fall for something like that? Schwab because, among other things, it has a relieving effect. You stopped the air all the time, and then someone comes and says: You can exhale again, it's not that bad. Some people really think that the corona crisis is staged, inflated, panic. The problem is a lot that we read and hear in the media every day, collides with our own perception. The virus is not visible. No people fall dead in front of our door. Take a look out to the window: the earth is flat, isn't it? To come up with the idea that it is round, a non -trivial cognitive performance. Or you have to believe science.",,1337,20
2686,3R6goWUWJ3y9giGmqY23Om,EN,"Your English friend has emailed you that he/she must talk about the consequences of Brexit on the UK’s international relations in his/her Citizenship course at school and asks you how to describe Germany’s attitude to the topic. In an email to your friend, outline Maas’ attitude to the future relationship between the EU and the UK as pointed out in his letter to the citizens of the UK. We want the closest possible partnership dear British, Keep Calm and Carry On - I hear some of you murmur. But it is not easy for us. Yours stays responsible for such a British serenity - Brexit or not. So, in all German directness: that you go hurts. Not only because the European Union loses 66 million citizens and one of its strongest economies. Global Britain, you have always been. The EU was good. Your pragmatism, your tolerance, your humor, even your insistence on some British special paths - all of this will be painful if you leave the European Union in a few days. Of course we didn't always have it easy, especially since the Brexit referendum. Hearty night sessions in Brussels, almost endless parliamentary debates in Westminster, the increasingly desperate Oordeeer calls of your Mister Speaker-Brexit sounded far too long after the punk rock hit of my youth: Should I Stay or Should I go? […] Of course things will change in our relationship. It inevitably becomes more loose, more non -binding than within the EU. But how loose it gets is in our hands. And for Germany I can say: We want the closest possible partnership with Great Britain, even tomorrow. After all, we not only share this continent, but the same European values ​​that have to assert itself against ever greater resistance in this world. And whether with climate protection, human rights, for future technologies or in questions of European security - we continue to play in the same team! […] This day you can hear occasionally that Great Britain must be punished in the upcoming negotiations for leaving the European Union. I thought that was a big mistake.",,1319,20
2726,aVFVLnduHv37MquiIxHvLg,EN,"This content belongs to Klett und Balmer Verlag. Find more information about the product here: digione.ch Why I love Edinburgh I first visited Edinburgh as a child with my parents and my sister. I thought it was a magical city with a very special atmosphere. It’s small enough to get around easily and not feel lost, but big enough that there’s a lot to do. So after I left school, I decided to go to university there. It was a good decision – I had a wonderful time! The locals were really friendly and after some time I even started to understand the Edinburgh accent. In fact, I loved Edinburgh so much that I stayed after university. At first I lived and worked in the city, but after I met my husband (who is a true Scotsman!) we moved to the countryside nearby. I work from home now as I have my own business. But I love to drive to the city at the weekend in my Mini. Last week my parents came to stay and we visited Edinburgh Castle and the Scottish National Gallery. One day we took the children to the zoo, and another day we took a boat out to Inchcolm Abbey on a nearby island. Most days we had a picnic lunch in the Princes Street Gardens.I love that there are so many different things to do in Edinburgh. This city really has become my home now. I couldn’t imagine moving away! Answer the question in a full sentence: Why did Caroline move to Edinburgh? (""She moved to Edinburgh to study and because she loved the city.”)",,271,19
2727,6MdqYZMjPq8a6NeB2N4LJC,EN,"""I give Pirrip as my father's family name, on the authority of his tombstone and my sister — Mrs. Joe Gargery, who married the blacksmith. As I never saw my father or my mother, and never saw any likeness of either of them (for their days were long before the days of photographs), my first fancies regarding what they were like were unreasonably derived from their tombstones. [...]"" What is the name of the blacksmith's wife?",,76,3
2729,ahLol0lVZw87NPIk1FUn4t,EN,This task is Christmas-themed and shows how feedback can be tailored to specific needs. It uses the latest language models to check for mainly two concepts 1) the 6 puppies on the track and 2) the Merry Christmas inscription. Describe the image,,42,3
2730,fPo1uw3NMfa9LEhACWeGd,EN,"This content belongs to Klett und Balmer Verlag. Find more information about the product here: digione.ch Why I love Edinburgh I first visited Edinburgh as a child with my parents and my sister. I thought it was a magical city with a very special atmosphere. It’s small enough to get around easily and not feel lost, but big enough that there’s a lot to do. So after I left school, I decided to go to university there. It was a good decision – I had a wonderful time! The locals were really friendly and after some time I even started to understand the Edinburgh accent. In fact, I loved Edinburgh so much that I stayed after university. At first I lived and worked in the city, but after I met my husband (who is a true Scotsman!) we moved to the countryside nearby. I work from home now as I have my own business. But I love to drive to the city at the weekend in my Mini. Last week my parents came to stay and we visited Edinburgh Castle and the Scottish National Gallery. One day we took the children to the zoo, and another day we took a boat out to Inchcolm Abbey on a nearby island. Most days we had a picnic lunch in the Princes Street Gardens.I love that there are so many different things to do in Edinburgh. This city really has become my home now. I couldn’t imagine moving away! Answer the question in a full sentence: Why did Caroline move to Edinburgh? (""She moved to Edinburgh to study and because she loved the city.”)",,271,19
2732,ajWU8n8FLhYamLZ9dU1atY,EN,"This content belongs to the Klett and Balmer Verlag. You can find more information about the product here: digione.ch Why I love Edinburgh I visited Edinburgh for the first time as a child with my parents and sister. I thought it was a magical city with a very special atmosphere. It is small enough to find your way around and not to feel lost, but big enough to do a lot. After school, I decided to study there. That was a good decision - I had a wonderful time! The locals were really friendly, and after a while I even started to understand the Edinburg accent. In fact, I liked Edinburgh so much that I stayed there after the university. At first I lived and worked in the city, but after I met my husband (who is a real Scotsman! ), we moved close to the country. I am now working from home because I have my own company. But I love going to town with my mini at the weekend. My parents were visiting last week and we visited Edinburgh Castle and the Scottish National Gallery. In one day we went to the zoo with the children, and on another day we took a boat to the Inchcolm Abbey on a nearby island. On most days we picked in the Princes Street Gardens, and I think it's great that there are so many different things to do in Edinburgh. This city has now really become my home. I couldn't imagine pulling away! Answer the question in a complete sentence: Why did Caroline move to Edinburgh? (""She moved to Edinburgh to study and because she loved the city."")",,288,19
2736,1QwBvQqh2KM9ZSfIYPcGVc,EN,"You can see in the shop window of the clothing shop Fancy G-Star jeans for CHF 95.–. When you want to buy them, you are written to CHF 99.–. You think that business should sell you jeans for CHF 95.– because the error is not recognizable for most people. Generalization:",4576.0,47,4
2737,4SmbfmLCI0b7zahWaudwL3,EN,"You can see in the shop window of the clothing shop Fancy G-Star jeans for CHF 95.–. When you want to buy them, you are written to CHF 99.–. You think that business should sell you jeans for CHF 95.– because the error is not recognizable for most people. W question (who demands what? ):",4576.0,52,5
2744,9Lo0DSVjE6679mt7AE6YoS,EN,Translate The Follow Sentence to English: We sit in front of the computer.,,11,1
2746,8tyeTa9qrrH94hC8IjghOk,EN,"Translate the sentence: ""Do you have drinks without alcohol?""",,9,1
2747,VOnvCYMdNe6nDEKzfBBYr,EN,Translate The Follow Sentence to English: The house is big.,,10,1
2748,5oUQoH7HFks7PNZlPfqnsJ,EN,Translate This Sentence to English: We sit in front of the computer.,,10,1
2749,14OS9eQKgfv63ZY7d5k4T8,EN,Write a sentence in the past tense. Use the following words: Yesterday - I - tell - story - a,,20,2
2753,4Yj5r8sAdfT6z0ujr3WhSC,EN,"Make six sentences about yourself, your family and your friends.",,10,1
