taskId,language,description,topic_id,word_count
2395,4J0HcjSEU1695n2bOsGeY,deu,vervollstandig folgend satz gleichformigen bewegung doppelt zeit zuruckgelegen momentangeschwindigkeit fur fahrgast ice saust landschaft fenster vorbei informationstafel zeigen fahrgasen geschwindigkeit zug moment geschwindigkeit momentangeschwindigkeit nennen ice ice schnell zug fur lang strecken durchschnittsgeschwindigkeit ice immer hochstgeschwindigkeitn uber km h fahren bahnhof kurven baustellen dürfen ice sicherheitsgrund gering geschwindigkeit durchfahr fur bewegung unterschiedlich geschwindigkeit kannst durchschnittlich geschwindigkeit berechnen dafur musst gesamt zurucklegen streck insgesamt benotigen zeit dividieren bezeichnen geschwindigkeit durchschnittsgeschwindigkeit mess modelleisenbahn gerade streck fahren modelleisenbahn gleichbleibend geschwindigkeit gleichbleibend zeitabschnitten insgesamt zuruckgelegter messen zeit tabel zeit sekund meter doppelt fach fach usw zeit legen eisenbahn doppelt fach fach usw zuruck sagen hierzu zeit verhalten gleichformigen bewegung proport zueinand zeit diagramm bewegung modelleisenbahn kannst zeichnerisch darstellen wert tabel zeit diagramm ubertragen x ach zeit y ach eingetrag verbindest eingetragen messpunken erhaltst ansteigend gerad zeit tabel zeit sekund meter x achs x achs waagrecht ach koordinat system y achs y ach senkrecht ach koordinatensystem zeit geschwindigkeit diagramm berechnest fur wertepaar tabel jeweilig geschwindigkeit erhaltst wert m es zeit sekund meter zusammenhang zeit geschwindigkeit ebenfal diagramm darstellen zeit geschwindigkeit diagramm x ach zeit eingetrag y ach geschwindigkeit eingetrag merk gleichformigen bewegung zeit proport zueinand doppelt fach fach usw zeit doppelt fach fach usw zurucklegen,,200
2396,6ghlODJJioo7S5Te8eWLpI,deu,ice geschwindigkeit anzeigen zug moment nenn fachbegriff fur geschwindigkeit momentangeschwindigkeit fur fahrgast ice saust landschaft fenster vorbei informationstafel zeigen fahrgasen geschwindigkeit zug moment geschwindigkeit momentangeschwindigkeit nennen ice ice schnell zug fur lang strecken durchschnittsgeschwindigkeit ice immer hochstgeschwindigkeitn uber km h fahren bahnhof kurven baustellen dürfen ice sicherheitsgrund gering geschwindigkeit durchfahr fur bewegung unterschiedlich geschwindigkeit kannst durchschnittlich geschwindigkeit berechnen dafur musst gesamt zurucklegen streck insgesamt benotigen zeit dividieren bezeichnen geschwindigkeit durchschnittsgeschwindigkeit mess modelleisenbahn gerade streck fahren modelleisenbahn gleichbleibend geschwindigkeit gleichbleibend zeitabschnitten insgesamt zuruckgelegter messen zeit tabel zeit sekund meter doppelt fach fach usw zeit legen eisenbahn doppelt fach fach usw zuruck sagen hierzu zeit verhalten gleichformigen bewegung proport zueinand zeit diagramm bewegung modelleisenbahn kannst zeichnerisch darstellen wert tabel zeit diagramm ubertragen x ach zeit y ach eingetrag verbindest eingetragen messpunken erhaltst ansteigend gerad zeit tabel zeit sekund meter x achs x achs waagrecht ach koordinat system y achs y ach senkrecht ach koordinatensystem zeit geschwindigkeit diagramm berechnest fur wertepaar tabel jeweilig geschwindigkeit erhaltst wert m es zeit sekund meter zusammenhang zeit geschwindigkeit ebenfal diagramm darstellen zeit geschwindigkeit diagramm x ach zeit eingetrag y ach geschwindigkeit eingetrag merk gleichformigen bewegung zeit proport zueinand doppelt fach fach usw zeit doppelt fach fach usw zurucklegen,,201
2397,271IJw3ZGtB8wCpwJ951NZ,deu,erklar unterschi momentangeschwindigkeit durchschnittsgeschwindigkeit momentangeschwindigkeit fur fahrgast ice saust landschaft fenster vorbei informationstafel zeigen fahrgasen geschwindigkeit zug moment geschwindigkeit momentangeschwindigkeit nennen ice ice schnell zug fur lang strecken durchschnittsgeschwindigkeit ice immer hochstgeschwindigkeitn uber km h fahren bahnhof kurven baustellen dürfen ice sicherheitsgrund gering geschwindigkeit durchfahr fur bewegung unterschiedlich geschwindigkeit kannst durchschnittlich geschwindigkeit berechnen dafur musst gesamt zurucklegen streck insgesamt benotigen zeit dividieren bezeichnen geschwindigkeit durchschnittsgeschwindigkeit mess modelleisenbahn gerade streck fahren modelleisenbahn gleichbleibend geschwindigkeit gleichbleibend zeitabschnitten insgesamt zuruckgelegter messen zeit tabel zeit sekund meter doppelt fach fach usw zeit legen eisenbahn doppelt fach fach usw zuruck sagen hierzu zeit verhalten gleichformigen bewegung proport zueinand zeit diagramm bewegung modelleisenbahn kannst zeichnerisch darstellen wert tabel zeit diagramm ubertragen x ach zeit y ach eingetrag verbindest eingetragen messpunken erhaltst ansteigend gerad zeit tabel zeit sekund meter x achs x achs waagrecht ach koordinat system y achs y ach senkrecht ach koordinatensystem zeit geschwindigkeit diagramm berechnest fur wertepaar tabel jeweilig geschwindigkeit erhaltst wert m es zeit sekund meter zusammenhang zeit geschwindigkeit ebenfal diagramm darstellen zeit geschwindigkeit diagramm x ach zeit eingetrag y ach geschwindigkeit eingetrag merk gleichformigen bewegung zeit proport zueinand doppelt fach fach usw zeit doppelt fach fach usw zurucklegen,,196
2398,48NghmTL58Y84TBAMVw5eD,deu,erklar woran beschleunigen bewegung erkennen bei start formel rennen laut ampel ausgehen drucken fahrer gaspedal rennwag immer schnell geschwindigkeit nehmen sagen fahrzeug beschleunigen genau beschleunigung beschleunigung geben geschwindigkeit bestimmt zeit zunehmen beschleunigung geschwindigkeitszunehmen zeit beschleunigung formelzeichen -- beschleunigung formel beschleunigt bewegung andert geschwindigkeit formel fahrer sehen tachomet fahrzeug solang fahrzeug beschleunigen nehmen geschwindigkeit immer z b km h pro sekund wert gelten fur formel rennwag auto straßenverkehr klein wert tachomet tachomet messgerat zeigen geschwindigkeit fahrzeug km h zehn sekunde autotest finden haufig aussagen sekunde verkurzen sprechweis folgend bedeuten auto beschleunigen stillstand km h herau erreichen zeit sekund geschwindigkeit km h einheit beschleunigung beispielen oben fur geschwindigkeit einheit km h verwenden geschickt geschwindigkeit einheit m -- angeben fur formel rennwagen gelten beschleunigung betragen m es pro sekund m s -- m es schreiben formelzeichen schreiben a m es gleichmaßig beschleunigen beispielen gehen davon beschleunigung a immer gleich bleiben nennen gleichmaßig beschleunigen bewegung realitat geben manchmal abweichung konn vernachlassig vernachlassig vernachlassig beacht zeit geschwindigkeit diagramm eriona mocht experi herausfind beschleunigung neu auto beschleunigen auto wahrend freund dariu notwendig messwert tabel festhalt eriona dariu erkennen auto pro sekund m es schnell tabel stehend messwert t v diagramm zeit geschwindigkeit diagramm ubertragen entstehen ansteigend gerad tabel fur messweren t -- v m -- merk beschleunigung a geschwindigkeitszunehmen pro zeit einheit beschleunigung m s beschleunigt bewegung nehmen geschwindigkeit,,223
2399,96ZF7y4gJbJaW7Ij6MJXS2,deu,beschreib elektrisch stromstark verstehen schulerstromstark steffen kristin stark schulerstrom bestimmen end paus schulgebaud stromen messstel wahl eingang schule kristin zahlen schulerinn schuler gebaud betrete steffen missen zeit stellen fest person s gebaud betrete darau schulerstromstark berechnen muss anzahl eintretenden person dafur benotigen zeit teilen schulerstromstark betragen fall drei schuler pro sekund betreten durchschnittlich drei jugendlich schulgebaud sekund schulerstrom schulerstrom viel schulerinnen schul richtung laufen elektrisch stromstark kannst stark elektrisch strom messen musst anzahl elektron messen bestimmt zeit bestimmen stell kabel vorbeifließen elektrisch stromstark einheit amper -- angegeben benennen franzosischen physik andr mari amper klein stromstarken milliamper ma angegeben dabei gelten a ma stromstark amper a fließen pro sekund etwa trillion elektron messstel vorbei formelzeich fur stromstark wurd i festlegen messstel messstel ort messung stromstarkemessgerat messgerat bestimmung elektrisch stromstark heißen amperemet amperemet immer reih stromkrei schalten samen strom messgerat hindurchfließen merk elektrisch stromstark geben viel elektron bestimmt zeit messpunken vorbeifließen formelzeich i einheit amper a a ma amperemet stromstark messen amperemet reih schalten,,162
2400,335T0HdqhcE8Zex5LKdvSF,deu,gib formelzeich einheit stromstark schulerstromstark steffen kristin stark schulerstrom bestimmen end paus schulgebaud stromen messstel wahl eingang schule kristin zahlen schulerinn schuler gebaud betrete steffen missen zeit stellen fest person s gebaud betrete darau schulerstromstark berechnen muss anzahl eintretenden person dafur benotigen zeit teilen schulerstromstark betragen fall drei schuler pro sekund betreten durchschnittlich drei jugendlich schulgebaud sekund schulerstrom schulerstrom viel schulerinnen schul richtung laufen elektrisch stromstark kannst stark elektrisch strom messen musst anzahl elektron messen bestimmt zeit bestimmen stell kabel vorbeifließen elektrisch stromstark einheit amper -- angegeben benennen franzosischen physik andr mari amper klein stromstarken milliamper ma angegeben dabei gelten a ma stromstark amper a fließen pro sekund etwa trillion elektron messstel vorbei formelzeich fur stromstark wurd i festlegen messstel messstel ort messung stromstarkemessgerat messgerat bestimmung elektrisch stromstark heißen amperemet amperemet immer reih stromkrei schalten samen strom messgerat hindurchfließen merk elektrisch stromstark geben viel elektron bestimmt zeit messpunken vorbeifließen formelzeich i einheit amper a a ma amperemet stromstark messen amperemet reih schalten,,162
2401,9NFiXOJ1J1Y5Im5epoYmzm,deu,gib folgend stromstarken ma a a a a ma ma ma schulerstromstark steffen kristin stark schulerstrom bestimmen end paus schulgebaud stromen messstel wahl eingang schule kristin zahlen schulerinn schuler gebaud betrete steffen missen zeit stellen fest person s gebaud betrete darau schulerstromstark berechnen muss anzahl eintretenden person dafur benotigen zeit teilen schulerstromstark betragen fall drei schuler pro sekund betreten durchschnittlich drei jugendlich schulgebaud sekund schulerstrom schulerstrom viel schulerinnen schul richtung laufen elektrisch stromstark kannst stark elektrisch strom messen musst anzahl elektron messen bestimmt zeit bestimmen stell kabel vorbeifließen elektrisch stromstark einheit amper -- angegeben benennen franzosischen physik andr mari amper klein stromstarken milliamper ma angegeben dabei gelten a ma stromstark amper a fließen pro sekund etwa trillion elektron messstel vorbei formelzeich fur stromstark wurd i festlegen messstel messstel ort messung stromstarkemessgerat messgerat bestimmung elektrisch stromstark heißen amperemet amperemet immer reih stromkrei schalten samen strom messgerat hindurchfließen merk elektrisch stromstark geben viel elektron bestimmt zeit messpunken vorbeifließen formelzeich i einheit amper a a ma amperemet stromstark messen amperemet reih schalten,,169
2402,5qqeLrk3QHP9jYoc6E6XoO,deu,erlaut begriff elektrisch widerstand widerstand strom metal drahen geben frei elektronen ungeordnet draht bewegen ober teil grafik drahen spannungsquel anschließen frei elektron drahen pluspol treiben unter teil grafik elektron stoßen dabei immer atomen drahen zusammen dadurch elektron bewegung eingeschranken je mehr zusammenstoß stattfinden desto gering elektronenstrom zusammenstoß beginnen atom heftig schwingen außen machen erwarmung draht bemerkbar metal drahen elektrisch bauteil schrank elektrisch strom eigenschaft elektrisch widerstand nennen spannung widerstand stark strom stromkrei hangen spannung elektrisch widerstand bauteil ab spannung treiben elektron elektrisch strom jedoch widerstand bauteil eingeschrankt gleich spannung gelten je groß widerstand bauteil desto klein elektrisch stromstark berechnung widerstand widerstand elektrisch bauteil kannst berechnen dividierst spannung stromstark elektrisch widerstand spannung stromstark r u i elektrisch widerstand formelzeich r einheit ohm wurd physik georg simon ohm benannt einheit ohm griechisch buchstabe ω omega abgekurzt groß widerstand kω kiloohm mω megaohm angeben ohm volt amp m ω k ω k ω ω dividier dividieren groß groß teil beispiel berechnung elektrisch widerstand beispiel kannst sehen elektrisch widerstand berechnen geben u v i ma a suchen r rechnung r u i r v a r v a r ω spannung v lampch widerstand ω merk leiter elektrisch gerat schranke elektrisch strom eigenschaft elektrisch widerstand bezeichnen groß widerstand formel berechnen r u i formelzeich r einheit ohm ω,,214
2403,471scVDfU7j67XOEhdJ9Oi,deu,km h es berechnen angab prospekt pkw wirkend kraft m pkw kg korper tragen geschwindigkeit erst kraft lassen korper schnell langsam bewegungsrichtung ubt antriebskorp kraft gleiter luftkissenbahn verleihen konstant beschleunigung alternativ experi kraft beschleunigung beschleunigung t v diagramm ermitteln statt zugkraft bewegen mass variieren ergeben ahnlich t v diagramm der wiederum beschleunigung bestimmen versuch zeigen konstant mass beschleunigung proport antriebskraft gelten -- f konstant kraft beschleunigung umgekehrt proport mass gelten -- m insgesamt gelten konstant mass konstant kraft a f m mathematisch ergeben darau k konstant -- k f m uberprufung messung liefern z b fur f n m kg beschleunigung a m -- k betrag kraft f gleich produkt mass beschleunigt korper beschleunigung f m -- bzw f m a gesetz heißen grundgleichung mechanik beziehung beruhen gesetzlich definit krafteinheit newton n kg m es uber beschleunigung korper definieren krafteinheit n wert bisher dehnung normfed erzeugen kraft n fallend korper wirken grundgleichung mechanik kraft f m g fallbeschleunigung g m es kraft gewichtskraft f g ortsfaktor g wert n kg krafteinheit wurd festlegen einheit ortsfaktor fallbeschleunigung ubereinstimmen n kg kg m kg s m -- grundgleichung mechanik kraft f korper beschleunigung a erteilen gleich produkt mass korper m beschleunigung f m a,,202
2404,6VdIbDnKYqZ7JtKAryqShB,deu,jupitermond kallisto umrunden planet tag stunde kreisbahn radiu r m berechnen zentripetalbeschleunigung hammerwerferin drehen eigen ach bringen wurfgerat hoch geschwindigkeit lassen lo fliegen hammer geradlinig aufgrund tragheit korper bewegungszustand kraft wirken geradlinig rollend stahlkugel verandern daher richtung magnet nahe bringt gemaß f m -- kraft beschleunigung sten gleich richtung kraft bewegt korper wirken lassen drei fall unterscheiden f v andern betrag geschwindigkeit v f v andern richtung geschwindigkeit v f v bilden winkel kraft f lassen komponente parallel senkrecht v zerlegen parallel komponent f bewirken betragsanderung senkrecht komponent f richtungsanderung geschwindigkeit rotierenden hamm kreisbahn halten hammerwerferin kraft sportgerat ausuben punkt bahn mittelpunkt beschleunigen kraft ebenfal kreismittelpunkt richten zentripetalkraft f z bezeichnen grundgleichung mechanik geben zusammenhang zentripetalkraft f z zentripetalbeschleunigung a z demnach f z m a z m ω r m v r v ω r messung bestatig zusammenhang untersuchung kreisbewegung zeigen f z m konstant r ω f z r konstant ω m f z ω konstant r m formel fur f z ergeben divis m fur zentripetalbeschleunigung -- z ω r v r kreisbewegung entstehen mittelpunkt richten zentripetalkraft erteilen korper zentripetalbeschleunigung senkrecht bahngeschwindigkeit betrag zentripetalkraft hangen radiu kreisbahn bahn bzw winkelgeschwindigkeit kreisbewegung ab,,195
2405,3wG99vuIIkY6BuEiO9M3Wo,deu,fur zentripetalbeschleunigung -- gelten zwei gleichung a z v r sowi -- z ω r erster beziehung folgen antiproportionalitat bahnradiu zweiter folgen proportionalitat klar scheinbar widerspruch hammerwerferin drehen eigen ach bringen wurfgerat hoch geschwindigkeit lassen lo fliegen hammer geradlinig aufgrund tragheit korper bewegungszustand kraft wirken geradlinig rollend stahlkugel verandern daher richtung magnet nahe bringt gemaß f m -- kraft beschleunigung sten gleich richtung kraft bewegt korper wirken lassen drei fall unterscheiden f v andern betrag geschwindigkeit v f v andern richtung geschwindigkeit v f v bilden winkel kraft f lassen komponente parallel senkrecht v zerlegen parallel komponent f bewirken betragsanderung senkrecht komponent f richtungsanderung geschwindigkeit rotierenden hamm kreisbahn halten hammerwerferin kraft sportgerat ausuben punkt bahn mittelpunkt beschleunigen kraft ebenfal kreismittelpunkt richten zentripetalkraft f z bezeichnen grundgleichung mechanik geben zusammenhang zentripetalkraft f z zentripetalbeschleunigung a z demnach f z m a z m ω r m v r v ω r messung bestatig zusammenhang untersuchung kreisbewegung zeigen f z m konstant r ω f z r konstant ω m f z ω konstant r m formel fur f z ergeben divis m fur zentripetalbeschleunigung -- z ω r v r kreisbewegung entstehen mittelpunkt richten zentripetalkraft erteilen korper zentripetalbeschleunigung senkrecht bahngeschwindigkeit betrag zentripetalkraft hangen radiu kreisbahn bahn bzw winkelgeschwindigkeit kreisbewegung ab,,209
2406,78T4Ip5F271aSLkqoqeKi3,deu,erlautern vorteil fahren sonn ausgehen sonn durchschnittlich stern außeren drittel durchschnittlich galaxi wichtigst energiequel fur erd leben moglich ware sonn zentrum sonnensystem aquatorradiu betragen km mass kg rund gesamtmass sonnensyst aufbau sonn inn aufbau sonn zeigen mehrer schichen -- kern fusionszon wasserstoff helium verschmilzen strahlungszon konvektionszon danach folgen photosphar sichtbar oberflach sonn bilden photosphar schließen mehrer schicht sonnenatmosphar chromosphar km dick schichen temperatur k sonnenfinsterni sichtbar korona erstrecken uber mehrer million km dicht niedrig hochenergetisch teilch ergeben allerd temperatur mehrere million kelvin dadurch treten hochionisiert ionen rontgenstrahlung erzeugen sonnenwind strom schnell proton elektron korona entstehen sonnenwind verantwortlich fur krummung kometenschweif immer sonn richten fur polarlicht erdatmosphar b stark sonnenwind konn ausbreitung elektromagnetisch well erd sogar stromversorgung stor magnetfeld sonn innerhalb sonn heiß ionisieren ga stromt entstehen sonn magnetfeld magnetfeldlinien konne bundeln vereinige bogenformig oberflach austret stelle entstehen dunkl sonnenflecken temperatur rund k niedrig sonnenoberflachen -- feldbog kurzschließen kommen koronal massenauswurf sogenannter flare erd ahnlich stark auswirkung sonnenwind fuhr sonn bilden zentrum sonnensystem erd erreichen unterschiedlich strahlung teilchenstrom sonn z b sichtbar licht sonnenwind,,173
2407,vEhPAb752Va2DJp4wX3HR,deu,beschreiben aufbau sonn vergleich information text bildern sonn durchschnittlich stern außeren drittel durchschnittlich galaxi wichtigst energiequel fur erd leben moglich ware sonn zentrum sonnensystem aquatorradiu betragen km mass kg rund gesamtmass sonnensyst aufbau sonn inn aufbau sonn zeigen mehrer schichen -- kern fusionszon wasserstoff helium verschmilzen strahlungszon konvektionszon danach folgen photosphar sichtbar oberflach sonn bilden photosphar schließen mehrer schicht sonnenatmosphar chromosphar km dick schichen temperatur k sonnenfinsterni sichtbar korona erstrecken uber mehrer million km dicht niedrig hochenergetisch teilch ergeben allerd temperatur mehrere million kelvin dadurch treten hochionisiert ionen rontgenstrahlung erzeugen sonnenwind strom schnell proton elektron korona entstehen sonnenwind verantwortlich fur krummung kometenschweif immer sonn richten fur polarlicht erdatmosphar b stark sonnenwind konn ausbreitung elektromagnetisch well erd sogar stromversorgung stor magnetfeld sonn innerhalb sonn heiß ionisieren ga stromt entstehen sonn magnetfeld magnetfeldlinien konne bundeln vereinige bogenformig oberflach austret stelle entstehen dunkl sonnenflecken temperatur rund k niedrig sonnenoberflachen -- feldbog kurzschließen kommen koronal massenauswurf sogenannter flare erd ahnlich stark auswirkung sonnenwind fuhr sonn bilden zentrum sonnensystem erd erreichen unterschiedlich strahlung teilchenstrom sonn z b sichtbar licht sonnenwind,,175
2408,56YIKwXCYKk7GeodV2GTuv,deu,bei blick fenster zugen zug nachbarglei manchmal klar eigen zug glei tatsachlich relativ erd bewegen erlautern alltagserfahrung physikalisch revolutionieren albert einstein physik grundlegend problem zeit lost klassisch newton sch mechanik widerspruchsfrei gesetz elektrodynamik vereinbar einstein gelingen beid theorie basi zwei wesentlich gedanke verbind einstein sch postul galilei sch relativitatsprinzip galileo galilei folgend gedanke formulieren schließen moglichst groß raum deck groß schiff sorgen fur gefaß wasser klein fischen darin solang schiff still stehen sehen fisch irgendwelcher unterschi richtung schwimmen lasst schiff beliebig geschwindigkeit bewegen werden bewegung gleichformig genannt erscheinung geringst veranderung eintreten sehen werden entnehmen konn schiff fahrt still stehen beschreiben galilei klassisch relativitatsprinzip wonach mechanisch experiment inertialsystemen gleich ablaufen lassen z b stein bord gleichformig bewegt schiff fallen landen unabhangig bewegung schiff immer stell schiffsbod hilf fallexperi lassen feststellen konstant geschwindigkeit schiff bewegen sehen fenster schiff erblicken gleichformig bewegend schiff lediglich relativgeschwindigkeit beide schiff ermitteln angab absolut geschwindigkeit schiff moglich ausgezeichnet absolut bezugssystem geben ather absolut bezugssyst gesetz elektrodynamik besitzen licht immer gleich konstant ausbreitungsgeschwindigkeit c deshalb gehen end jahrhundert davon absolut bezugssystem geben relativ lichtgeschwindigkeit sten wert angeben damalig zeit wurd angenomm licht elektromagnetisch well ausbreitungsmedium benotigen schallwelle luft tragermedium benotigen meereswellen wasser lichtmedium bezeichnen ath ather wurd absolut bezugssyst fur messung geschwindigkeiten darstellen allerd stund existenz widerspruch relativitatsprinzip newton sch mechanik einstein postulat einstein lost widerspruch zwei postul anfang speziell relativitatstheori stellen erst postulat verallgemeinerung galilei sch relativitatsprinzip uber mechanik hinau physikalisch gesetz z -- elektrodynamik optik prinzip relativitat sehen einstein allgemeingultig gut bestatigen vorstellen konnt warum mechanik beschrankt einstein beliebigen experi mechanisch elektromagnetisch optisch verschieden inertialsystemer unterschied geschwindigkeit objekt absolut bestimmen immer relativbewegungen messbar absolut ruhe geben relativitatsprinzip postulat physikalisch gesetz inertialsystem form inertialsystem gleichberechtigt,,278
2409,9npQcyWvFZ65GZLs3AATej,deu,beschreiben form moglich flugbahn fur elektron konstant geschwindigkeit homogen feld konden eintritt erklar entstehung bahnkurv kathod elektronenstrahlrohr hinterlassen gelad korper sichtbar spur sodas verfolg moglich vorherzusag elektronen proton ladungstrag elektrisch strom bewegen ladung posit neg elektrisch ladung sten korpereigenschaft mass verbinden geladen korper sprechen ladungstrager leichtest ladungstrag klein positiv ladung stoffen unser umwelt kern wasserstoff atom proton leichtest ladungstrag klein negativ ladung elektron beid betrag ladung elementarladung e e c bewegung elektrisch langsfeld elektronenstrahlrohr bestehen evakuierten glaskolb gluhkathod anod ringformig offnung enthalt kathod heizspannung anlegen draht gluh erhitzen gluhende draht treten elektron sprechen gluhelektrisch effekt anlegen hoch spannung gluhkathod anod entstehen elektrisch feld freigesetzt elektronen beschleunigen elektron offnung anod passieren bewegen aufgrund tragheit fluoreszenzschirm treffen rohr erzeugen kreuz schatten beleuchtung licht weisen geradlinig ausbreitung elektron b geladen stab nahert verschieben elektronenschatt lichtschatt elektronen verlassen gluhdraht gering thermisch bedingten anfangsgeschwindigkeit elektrisch feld kathod anod rohr elektronen stark beschleunigen anfangsgeschwindigkeit vernachlassigt spannung u -- energi δe e u -- bewegungsenergi elektron uberfuhrt gelten e -- e u b me v m e mass elektron ergeben v e u b m e bewegung elektrisch querfeld treten geschwindigkeit v beschleunigt elektron senkrecht homogen feld e konden elektrisch feld richtung positiv platt ablenken -- beschleunigung elektron feld erfahren a y e e m e energieeinheit elektronenvolen energi δ e elektron elektrisch feld spannung u b ubertrag hangt spannung ladung e ab δe e u b δe va j definieren betrag neu energieeinheit elektronenvolen ev nennen atom kernphysik haufig verwenden,,244
2410,bxFYRdU6UQ5QJnAzaQ2Bq,deu,bestimmen geschwindigkeit elektron elektronenstrahlrohr fur u b v kathod elektronenstrahlrohren hinterlassen gelad korper sichtbar spur sodas verfolg moglich vorherzusag elektronen proton ladungstrag elektrisch strom bewegen ladung posit neg elektrisch ladung sten korpereigenschaft mass verbinden geladen korper sprechen ladungstrager leichtest ladungstrag klein positiv ladung stoffen unser umwelt kern wasserstoff atom proton leichtest ladungstrag klein negativ ladung elektron beid betrag ladung elementarladung e e c bewegung elektrisch langsfeld elektronenstrahlrohr bestehen evakuierten glaskolb gluhkathod anod ringformig offnung enthalt kathod heizspannung anlegen draht gluh erhitzen gluhende draht treten elektron sprechen gluhelektrisch effekt anlegen hoch spannung gluhkathod anod entstehen elektrisch feld freigesetzt elektronen beschleunigen elektron offnung anod passieren bewegen aufgrund tragheit fluoreszenzschirm treffen rohr erzeugen kreuz schatten beleuchtung licht weisen geradlinig ausbreitung elektron b geladen stab nahert verschieben elektronenschatt lichtschatt elektronen verlassen gluhdraht gering thermisch bedingten anfangsgeschwindigkeit elektrisch feld kathod anod rohr elektronen stark beschleunigen anfangsgeschwindigkeit vernachlassigt spannung u -- energi δe e u -- bewegungsenergi elektron uberfuhrt gelten e -- e u b me v m e mass elektron ergeben v e u b m e bewegung elektrisch querfeld treten geschwindigkeit v beschleunigt elektron senkrecht homogen feld e konden elektrisch feld richtung positiv platt ablenken -- beschleunigung elektron feld erfahren a y e e m e energieeinheit elektronenvolen energi δ e elektron elektrisch feld spannung u b ubertrag hangt spannung ladung e ab δe e u b δe va j definieren betrag neu energieeinheit elektronenvolen ev nennen atom kernphysik haufig verwenden,,237
2411,4ASu9L17dlA98RigiNeCXZ,deu,sonnenfinsterni neumond geben begrund sonnenfinsterni sehen ganz besond erlebni mensch schon immer stark beeindrucken hell tag verfinsteren sonn leuchtend korona sehen minute lang treten dammerung sonn riesig lichtquel entstehen klein erd kern halbschattenraum kernschattenraum erd reichen fast million km all mond kernschattenraum erd eintritt kommen mondfinsterni sehen mehr lauft halbschattenraum erd ganz dunkel sonnenfinsterni neumond kommen mond erd sonn befinden mond entstehen kern halbschattenraum beobachen kernschattenraum sehen sonn ganz mond verdecken total sonnenfinsterni mensch halbschattenraum sehen sonn teilweis verdecken partiel sonnenfinsterni bahn mond erd gegenub bahn erd sonn neigen mond befinden umlauf meister oberhalb unterhalb erdbahn werfen fall schatten erd kommen deshalb umlauf mond mond bzw sonnenfinsterni total sonnenfinsterniss recht haufig kernschattenraum erdoberflechen durchmess km bewegung erd mond wandern schattenraum erdoberflach streifen mehrere tausend kilomet lang deshalb total sonnenfinsterni jeweil klein teil tagseit erd beobachten mondfinsterniss finden selten statt dafur ganz nachtseit erd beobachten jahr geben maxim finsterniss davon sonnenfinsterniss mondfinsterniss minim geben finsterniss beid sonnenfinsterniss mondfinsterni befinden mond schattenraum erd sonnenfinsterni befinden teil erd schattenraum mond,,167
2412,617ImPaKVjk6aXXAjvFZAH,deu,abstand erd mond immer gleich begrund warum manchmal ringformig sonnenfinsterni kommen sonnenfinsterni sehen ganz besond erlebni mensch schon immer stark beeindrucken hell tag verfinsteren sonn leuchtend korona sehen minute lang treten dammerung sonn riesig lichtquel entstehen klein erd kern halbschattenraum kernschattenraum erd reichen fast million km all mond kernschattenraum erd eintritt kommen mondfinsterni sehen mehr lauft halbschattenraum erd ganz dunkel sonnenfinsterni neumond kommen mond erd sonn befinden mond entstehen kern halbschattenraum beobachen kernschattenraum sehen sonn ganz mond verdecken total sonnenfinsterni mensch halbschattenraum sehen sonn teilweis verdecken partiel sonnenfinsterni bahn mond erd gegenub bahn erd sonn neigen mond befinden umlauf meister oberhalb unterhalb erdbahn werfen fall schatten erd kommen deshalb umlauf mond mond bzw sonnenfinsterni total sonnenfinsterniss recht haufig kernschattenraum erdoberflechen durchmess km bewegung erd mond wandern schattenraum erdoberflach streifen mehrere tausend kilomet lang deshalb total sonnenfinsterni jeweil klein teil tagseit erd beobachten mondfinsterniss finden selten statt dafur ganz nachtseit erd beobachten jahr geben maxim finsterniss davon sonnenfinsterniss mondfinsterniss minim geben finsterniss beid sonnenfinsterniss mondfinsterni befinden mond schattenraum erd sonnenfinsterni befinden teil erd schattenraum mond,,174
2414,5BezJZlnYuz91F5bBbyZTw,deu,markieren ausdruck inhaltlich falsch ersetz passender nachst morgen brechen normalitat bei alt,2025.0,12
2415,1myFIMicUIGa4uPhthtrCf,deu,markieren ausdruck inhaltlich falsch ersetz passender ler kind zuzuhoren,2025.0,9
2418,agVVXeEVzMZ69cZfyLxj5o,deu,schreib satz prateritum eltern einlad nachbar grillen,,7
2419,942HpbeQ0HR8o7pGLujKb5,deu,schreib satz prateritum chef zuruckkommen letzen woch,,7
2420,9eVDH5QCZ0f7CM9xBeToGD,deu,schreib satz prateritum schul anmeld fur schwimmkur,,7
2421,4AIrud1Y8yp6qXmenQGvix,deu,schreib satz prateritum aussteigen nachst bahnhof,,6
2422,2wuaFdt7IkZ789ee8YPUnR,deu,schreib satz prateritum lehrerin verstehen frage,,6
2423,MzOyX1ZSmH7YrQkjvBPzY,deu,schreib satz prateritum luisa bekommen toll geschenk,,7
2424,xeU989G5Y68ABaMSIoZoy,deu,schreib satz prateritum bruder anrufen,,5
2425,8JMU3ekczQG9HpdiIljR2Z,deu,schreib satz prateritum kind aufraumen gestern zimm,,7
2426,3eUM49WKsQb836cBpsPN6R,deu,schreib satz prateritum zug abfahren punktlich,,6
2427,1UKxMfk7Y1d6dTo1Oh7KZA,deu,schreib satz folgend wort prasen hund hinterh laufen ball,,9
