taskId,language,description,context,tenant_id,tenant_name,topic_name,topic_description,word_count,preprocess_desc,preprocess_context
17135,3fihxNehH2P9NA88wKcTmk,eng,"Write three sentences about B. 
Example: Priscilla wrote one short text in English every week.",,51.0,digione_openworld,,,15,write three sentenc b exampl priscilla write one short text english everi week,
17136,7JoWDCdMPPb9e1YWRjz2T8,eng,Put the words below into the correct order to make sentences. groom each other | sit together | often | and | they,,51.0,digione_openworld,,,23,put word correct order make sentenc groom sit togeth often,
17137,79VYk9WxN1G8A8pVcQHRBh,eng,Answer the question in a full sentence: Why did Caroline move to Edinburgh?,,51.0,digione_openworld,,,13,answer question full sentenc carolin move edinburgh,
17138,929t9knVhXx9k4eSpNe3XJ,eng,When did Caroline move to the countryside near Edinburgh?,,51.0,digione_openworld,,,9,carolin move countrysid near edinburgh,
17139,1kGEhQVR8QD7T5FyuK7v7Q,eng,"This sentence about Caroline are not true. Correct it using negative sentences. Example : Caroline studied in Glasgow. Solution : No, she didn't study in Glasgow. She studied in Edinburgh. She moved back to England after university.",,51.0,digione_openworld,,,37,sentenc carolin true correct use neg sentenc exampl carolin studi glasgow solut studi glasgow studi edinburgh move back england univer,
17140,5kJ7UAiz8a27f73M0HeExI,eng,Why did Howie change the traditional design?,,51.0,digione_openworld,,,7,howi chang tradit design,
17141,98FuI2QeAsX80CxRqeUb4k,eng,What does she like about the city? Mention two things.,,51.0,digione_openworld,,,10,like citi mention two thing,
17163,6LvFcOpjEmD8Vc9p1F4l9h,eng,"These sentences about Caroline are not true. Correct them using negative sentences. Example : Caroline studied in Glasgow. Solution : No, she didn't study in Glasgow. She studied in Edinburgh. Caroline first saw Edinburgh as a teenager.",,51.0,digione_openworld,,,37,sentenc carolin true correct use neg sentenc exampl carolin studi glasgow solut studi glasgow studi edinburgh carolin first see edinburgh teenag,
17311,8xf7XAx4kJ17xSCyYNrpeT,eng,Answer the question in a full sentence: Why did Caroline move to Edinburgh?,,40.0,demo_EN,,,13,answer question full sentenc carolin move edinburgh,
17313,4QoaqmHMkr9JTM0xbx5gr,eng,Who comes to Howie's shop?,,51.0,digione_openworld,,,5,come howi shop,
17314,4epRABqDpuFaDou7SO9tcz,eng,How long does it take to make a kilt by hand?,,51.0,digione_openworld,,,11,long take make kilt hand,
17315,hYdTGxqkJ1aEJzpmQqzja,eng,What can you say about Howie's life now? Write three sentences of your own. Use the following verbs to help you: is - have - explains - are - sit - feel - is - come - measures - is - takes - want - have - sounds - thinks - loves - enter - greets - (it)'s Example : Howie Nicholsby makes kilts.,,51.0,digione_openworld,,,64,say howi life write three sentenc use follow verb help explain sit feel come measur take want sound think love enter greet exampl howi nicholsbi make kilt,
17461,aTRQtpR8NG86CGTAJN6ro7,eng,When was the battle of Waterloo?,"The Battle of Waterloo was fought on Sunday 18 June 1815, near Waterloo - at that time in the United Kingdom of the Netherlands, now in Belgium -, marking the end of the Napoleonic Wars.",135.0,EKV_Playground,,,6,battl waterloo,battl waterloo fight sunday june near waterloo time unit kingdom netherland belgium mark end napoleon war
17466,1hRJr3HtO9K923mOy0BWXr,eng,What is the most listened-to Christmas song?,,146.0,demo_ENG_generative,,,7,listen christma song,
17467,4lnlDttCiSo75iRyVD3LZu,eng,What is the most listened-to Christmas song?,,146.0,demo_ENG_generative,,,7,listen christma song,
17486,5mCTZdISzLYa7EpayOikGH,eng,"Based on your knowledge and the information given in the case study and the letter from SHM's president, what is the growth strategy used by Swiss Hotel Management SA?",,40.0,demo_EN,,,29,base knowledg inform give case studi letter shm presid growth strategi use swiss hotel manag sa,
17487,7epO37vckpv6xxA0mMcboy,eng,"Describe the picture in one sentence. Use the present continuous and one of these verbs: read, drink, listen.",,91.0,Cornelsen EN ARCHIVED,Feedback,,18,describ pictur one sentenc use present continu one verb read drink listen,
17496,1KRvjczLAGnagj5slATYTp,eng,Describe the interaction between the girl and the dog in the following picture:,,8.0,demo,Content,,13,describ interact girl dog follow pictur,
17500,1NxZvJOUmk59buPJKidJON,eng,Describe the interaction between the girl and the dog in the following picture:,,8.0,demo,Content,,13,describ interact girl dog follow pictur,
17506,8lHjgtB0xTd64i6kKAk7um,eng,Who gives better advice – friends or parents? Give your opinion.,,147.0,EKV_English_Generative,,,11,give well advic friend parent give opinion,
17507,4vdaaOoffGh7RjfLJ4VA2w,eng,Describe Esperanza and the relevance her name has for her. Turn your findings into two or three questions and have your partner answer them.,,147.0,EKV_English_Generative,,,24,describ esperanza relev name turn find two three question partner answer,
17510,aTRLomJYZFr7Bjjytw2r9l,eng,"Make six sentences about yourself, your family and your friends. - I / My brother / sister / mum / dad / friend / My friends - (not) go to (not) like (not) have (not) watch (not) play (not) get up early - the park, the shops, … - cats, dogs, spiders, … - a garden, plants in my room, … - films and videos about animals computer games, football, … - every weekend at the weekend every day …",,147.0,EKV_English_Generative,,,80,make six sentenc famili friend brother sister mum dad friend friend go like watch play get earli park shop cat dog spider garden plant room film video anim comput game footbal everi weekend weekend everi day,
17533,1eKkX9eE46K66zvZLQqfe8,eng,How could the story continue? Write a summary with your ideas. Use the simple present. Useful phrases: The boys walk … | Then they find … | Suddenly … | They start to feel … | After a long time … | In the end … | Their parents are … Find out on the internet what really happens in the story The Body by Stephen King.,"The Body In “The Body”, Gordie Lachance and his three friends learn that a boy from their area, in the state of Maine, has disappeared and is probably dead. They decide to go on a trip to find the boy’s body and prepare for the trip. The Gun My room was on the second floor, and it was really hot up there. I was glad I wasn’t sleeping there that night, and the thought of where we were going made me excited again. I rolled up two blankets and tied an old belt around them. I grabbed all my money, which was less than a dollar. Then I was ready to go. I went down the back stairs to avoid meeting my dad. I was walking up Carbine Street towards the clubhouse when Chris caught up with me. His eyes were shining. “Gordie! You want to see something?” “Sure. What?” “Come down here first.” He pointed down an alley between two shops. “What is it, Chris?” “Come on, I said!” He ran down the alley and I ran after him. At the bottom, the smell from the trash was terrible. “Chris, I’m going to puke, I’m – ” But I forgot about the smell when Chris put his hand into his backpack and pulled out a big gun. “Where did you get that?” “From my dad’s desk.” “Man, your dad’s going to beat you when he finds out.” Chris’s eyes just went on dancing. “He isn’t going to find out. He and his friends have got enough wine to keep them drunk for a week. I’ll put it back before then.” Chris hated alcohol – he’d already seen too much of what it can do. He was the only one of us who didn’t have a drink when the DeSpain brothers brought some beer they’d stolen from their father. “Have you got bullets for it?” “Nine of them – all that was left in the box. He’ll think he used them himself, shooting at bottles when he was drunk.” “Any in it at the moment?” “No, of course not. What do you think I am?” I finally took the gun. I liked the heavy way it sat in my hand. I pointed the gun at a large tin with smelly trash spilling out of it and squeezed. KA – BLAM! The gun jumped in my hand. Fire shot from the end. It felt as if my wrist was broken. My heart was in my mouth. A big hole appeared in the tin – it was the work of an evil magician. “Wow!” I screamed. Chris was laughing wildly; I couldn’t tell if he was amused or scared. “You did it, you did it! Gordie Lachance is shooting Castle Rock to pieces. Be careful, everyone! Here comes Gordie!” “Shut up! Let’s go!” I screamed, and grabbed him by the shirt. I gave the gun to Chris and he pushed it into his backpack as we ran up the alley. When we reached Carbine Street we slowed to a walk, so that no one would notice us if they had heard the noise of the gun. Chris was still laughing. “Man, it’s a pity you couldn’t see your face. Oh, man, that was really great.” “You knew there was a bullet in it, didn’t you? That was a mean trick, Chris, really.” “I didn’t know, Gordie, honestly. I just took it out of my dad’s desk. He always takes the bullets out of it. I guess he was too drunk to remember last time.” Chris looked as innocent as a baby, but when we got to the clubhouse we found Vern and Teddy waiting, and he started to laugh again. He told them the whole story, and after everyone had had a good laugh Teddy asked Chris, “What do you think we need a gun for?” “Nothing, really,” Chris said. “Except we might see a wild animal. And anyway, it’s frightening out in the forest at night.” Everyone agreed with that. Chris was the strongest and bravest guy of us all, and he could say things like that. Did you put your tent up in the field?” Teddy asked Vern. “Yeah, and I put two lamps in it and turned them on, so it’ll look as if we’re there after dark.” “Hey, man, great!” I said, and slapped Vern on the back. For him, that was real thinking. He grinned. “So let’s go,” Teddy said. “It’s nearly twelve already.” Chris stood up and we gathered round him. “We’ll walk across Beeman’s field,” he said, “and then we’ll get to the railway tracks and just walk across the bridge into Harlow.” “How far is it, do you think?” Teddy asked. “I don’t know,” said Chris. “Harlow’s big. We’re going to have to walk at least twenty miles. Does that sound right to you, Gordie?” “Yeah. Maybe more – thirty miles.” “Come on, you guys,” Chris said, and picked up his backpack, blankets and water bottle.",139.0,EKV_English,,,67,could stori continu write summari idea use simpl present use phrase boy walk find suddenli start feel long time end parent find internet realli happen stori bodi stephen king,bodi bodi gordi lachanc three friend learn boy area state main disappear probabl dead decid go trip find boy bodi prepar trip gun room second floor realli hot glad sleep night think go make excit roll two blanket tie old belt around grab money less dollar readi go go back stair avoid meet dad walk carbin street toward clubhous chri catch eye shine gordi want see someth sure come first point alley two shop chri come say ran alley run bottom smell trash terribl chri go puke forgot smell chri put hand backpack pull big gun get dad desk man dad go beat find chri eye go danc go find friend get enough wine keep drunk week put back chri hate alcohol alreadi see much one we drink despain brother bring beer steal father get bullet nine left box think use shoot bottl drunk moment cour think final take gun like heavi way sit hand point gun larg tin smelli trash spill squeez ka blam gun jump hand fire shot end feel wrist break heart mouth big hole appear tin work evil magician wow scream chri laugh wildli tell amus scare gordi lachanc shoot castl rock piec care everyon come gordi shut let go scream grab shirt give gun chri push backpack run alley reach carbin street slow walk one would notic we hear nois gun chri still laugh man piti see face oh man realli great knew bullet mean trick chri realli know gordi honestli take dad desk alway take bullet guess drunk rememb last time chri look innoc babi get clubhous find vern teddi wait start laugh tell whole stori everyon good laugh teddi ask chri think need gun noth realli chri say except might see wild anim anyway frighten forest night everyon agre chri strong brave guy we could say thing like put tent field teddi ask vern yeah put two lamp turn look dark hey man great say slap vern back real think grin let go teddi say nearli twelv alreadi chri stand gather round walk across beeman field say get railway track walk across bridg harlow far think teddi ask know say chri harlow big go walk least twenti mile sound right gordi yeah mayb thirti mile come guy chri say pick backpack blanket water bottl
