taskId,aspectId,name,description,categoryId,type,groupId
4921,4XFkfbY9aeNarXVxeydkXb,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4922,aabkDpf1In5aLCEpfF0oLx,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4923,5uPP9nFbStx6JoiIif02Yv,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4924,3rjTCMSMHTB5Xl6wescySE,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4925,62IFV9FppkB7hGveaOOMtM,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4926,8ru9r5mSYKg9YUQAwZ6kke,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4927,4T0cuixLf938KPQc3mcPWo,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4928,1evEEGuxXhF8xv1tOWtjxQ,71143,I and Y confusion,The learner has confused I and Y.,,MISCONCEPTION,
4929,4APntIETx605Md7SoxZoEG,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4930,2HdFq9ySLjcaMyk1Gzm3vG,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4931,8EJMDBJdEYw9ui0EdxVZKG,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4932,4XFkfbY9aeNarXVxeydkXb,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4933,aabkDpf1In5aLCEpfF0oLx,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4934,5uPP9nFbStx6JoiIif02Yv,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4935,3rjTCMSMHTB5Xl6wescySE,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4936,62IFV9FppkB7hGveaOOMtM,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4937,8ru9r5mSYKg9YUQAwZ6kke,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4938,4T0cuixLf938KPQc3mcPWo,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4939,1evEEGuxXhF8xv1tOWtjxQ,71144,S and ß confusion,The learner has confused S and ß.,,MISCONCEPTION,
4940,4APntIETx605Md7SoxZoEG,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4941,2HdFq9ySLjcaMyk1Gzm3vG,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4942,8EJMDBJdEYw9ui0EdxVZKG,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4943,4XFkfbY9aeNarXVxeydkXb,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4944,aabkDpf1In5aLCEpfF0oLx,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4945,5uPP9nFbStx6JoiIif02Yv,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4946,3rjTCMSMHTB5Xl6wescySE,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4947,62IFV9FppkB7hGveaOOMtM,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4948,8ru9r5mSYKg9YUQAwZ6kke,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4949,4T0cuixLf938KPQc3mcPWo,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4950,1evEEGuxXhF8xv1tOWtjxQ,71145,E and AE confusion,The learner confused E and AE.,,MISCONCEPTION,
4951,4APntIETx605Md7SoxZoEG,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4952,2HdFq9ySLjcaMyk1Gzm3vG,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4953,8EJMDBJdEYw9ui0EdxVZKG,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4954,4XFkfbY9aeNarXVxeydkXb,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4955,aabkDpf1In5aLCEpfF0oLx,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4956,5uPP9nFbStx6JoiIif02Yv,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4957,3rjTCMSMHTB5Xl6wescySE,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4958,62IFV9FppkB7hGveaOOMtM,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4959,8ru9r5mSYKg9YUQAwZ6kke,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4960,4T0cuixLf938KPQc3mcPWo,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4961,1evEEGuxXhF8xv1tOWtjxQ,71146,SS and ß confusion,The learner has confused ß and SS.,,MISCONCEPTION,
4962,4APntIETx605Md7SoxZoEG,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4963,2HdFq9ySLjcaMyk1Gzm3vG,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4964,8EJMDBJdEYw9ui0EdxVZKG,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4965,4XFkfbY9aeNarXVxeydkXb,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4966,aabkDpf1In5aLCEpfF0oLx,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4967,5uPP9nFbStx6JoiIif02Yv,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4968,3rjTCMSMHTB5Xl6wescySE,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4969,62IFV9FppkB7hGveaOOMtM,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4970,8ru9r5mSYKg9YUQAwZ6kke,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4971,4T0cuixLf938KPQc3mcPWo,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4972,1evEEGuxXhF8xv1tOWtjxQ,71147,Homonyms confusion,The learner has confused homonyms.,,MISCONCEPTION,
4973,4APntIETx605Md7SoxZoEG,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4974,2HdFq9ySLjcaMyk1Gzm3vG,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4975,8EJMDBJdEYw9ui0EdxVZKG,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4976,4XFkfbY9aeNarXVxeydkXb,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4977,aabkDpf1In5aLCEpfF0oLx,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4978,5uPP9nFbStx6JoiIif02Yv,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4979,3rjTCMSMHTB5Xl6wescySE,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4980,62IFV9FppkB7hGveaOOMtM,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4981,8ru9r5mSYKg9YUQAwZ6kke,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4982,4T0cuixLf938KPQc3mcPWo,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4983,2S9l7epVSccaLe48Xozb76,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4984,5sfYvW5OuJt5z1ZG8IaOOj,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4985,4egjYsdh9Ze65AithRSW6I,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4986,afcGSrIYt9e7hPJWR8xVvE,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4987,3ov5vBM4EGk7w0z9EnLMZZ,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4988,zjSljLL2366dydpnkQ9cb,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4989,1evEEGuxXhF8xv1tOWtjxQ,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4990,57MxBKH2TYg7yimYo0bDY5,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4991,qqbKE61Hz18cPFw7dwQxC,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4992,7Uw9z5ng3bU9ps3Za62wAO,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4993,9LryhUZQVKP9U9s9RHlVES,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4994,YZmwYVgDVh7477b5QhfrW,71148,Spelling mistake,The learner has made a spelling mistake.,,MISCONCEPTION,55114.0
4995,4APntIETx605Md7SoxZoEG,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
4996,2HdFq9ySLjcaMyk1Gzm3vG,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
4997,8EJMDBJdEYw9ui0EdxVZKG,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
4998,4XFkfbY9aeNarXVxeydkXb,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
4999,aabkDpf1In5aLCEpfF0oLx,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5000,5uPP9nFbStx6JoiIif02Yv,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5001,3rjTCMSMHTB5Xl6wescySE,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5002,62IFV9FppkB7hGveaOOMtM,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5003,8ru9r5mSYKg9YUQAwZ6kke,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5004,4T0cuixLf938KPQc3mcPWo,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5005,2S9l7epVSccaLe48Xozb76,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5006,5sfYvW5OuJt5z1ZG8IaOOj,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5007,4egjYsdh9Ze65AithRSW6I,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5008,afcGSrIYt9e7hPJWR8xVvE,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5009,3ov5vBM4EGk7w0z9EnLMZZ,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5010,zjSljLL2366dydpnkQ9cb,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5011,1evEEGuxXhF8xv1tOWtjxQ,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5012,57MxBKH2TYg7yimYo0bDY5,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5013,qqbKE61Hz18cPFw7dwQxC,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5014,7Uw9z5ng3bU9ps3Za62wAO,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5015,9LryhUZQVKP9U9s9RHlVES,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5016,YZmwYVgDVh7477b5QhfrW,71149,Pleonasm,The learner has used a pleonasm.,,MISCONCEPTION,55114.0
5017,4APntIETx605Md7SoxZoEG,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5018,2HdFq9ySLjcaMyk1Gzm3vG,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5019,8EJMDBJdEYw9ui0EdxVZKG,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5020,4XFkfbY9aeNarXVxeydkXb,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5021,aabkDpf1In5aLCEpfF0oLx,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5022,5uPP9nFbStx6JoiIif02Yv,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5023,3rjTCMSMHTB5Xl6wescySE,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5024,8ru9r5mSYKg9YUQAwZ6kke,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5025,4T0cuixLf938KPQc3mcPWo,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5026,2S9l7epVSccaLe48Xozb76,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5027,5sfYvW5OuJt5z1ZG8IaOOj,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5028,4egjYsdh9Ze65AithRSW6I,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5029,1evEEGuxXhF8xv1tOWtjxQ,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5030,57MxBKH2TYg7yimYo0bDY5,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5031,qqbKE61Hz18cPFw7dwQxC,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5032,7Uw9z5ng3bU9ps3Za62wAO,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5033,9LryhUZQVKP9U9s9RHlVES,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5034,YZmwYVgDVh7477b5QhfrW,71150,Helvetism,The learner has used a helvetism.,,MISCONCEPTION,55114.0
5035,4APntIETx605Md7SoxZoEG,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5036,2HdFq9ySLjcaMyk1Gzm3vG,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5037,8EJMDBJdEYw9ui0EdxVZKG,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5038,4XFkfbY9aeNarXVxeydkXb,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5039,aabkDpf1In5aLCEpfF0oLx,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5040,5uPP9nFbStx6JoiIif02Yv,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5041,3rjTCMSMHTB5Xl6wescySE,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5042,62IFV9FppkB7hGveaOOMtM,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5043,8ru9r5mSYKg9YUQAwZ6kke,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5044,4T0cuixLf938KPQc3mcPWo,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5045,1evEEGuxXhF8xv1tOWtjxQ,71151,Examination not possible,The spell checker could not be applied.,,MISCONCEPTION,
5046,4APntIETx605Md7SoxZoEG,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5047,2HdFq9ySLjcaMyk1Gzm3vG,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5048,8EJMDBJdEYw9ui0EdxVZKG,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5049,4XFkfbY9aeNarXVxeydkXb,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5050,aabkDpf1In5aLCEpfF0oLx,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5051,5uPP9nFbStx6JoiIif02Yv,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5052,3rjTCMSMHTB5Xl6wescySE,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5053,62IFV9FppkB7hGveaOOMtM,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5054,8ru9r5mSYKg9YUQAwZ6kke,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5055,4T0cuixLf938KPQc3mcPWo,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5056,1evEEGuxXhF8xv1tOWtjxQ,71152,Grammatical error,The learner has made a grammar mistake.,,MISCONCEPTION,
5057,4APntIETx605Md7SoxZoEG,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5058,2HdFq9ySLjcaMyk1Gzm3vG,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5059,8EJMDBJdEYw9ui0EdxVZKG,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5060,4XFkfbY9aeNarXVxeydkXb,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5061,aabkDpf1In5aLCEpfF0oLx,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5062,5uPP9nFbStx6JoiIif02Yv,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5063,3rjTCMSMHTB5Xl6wescySE,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5064,62IFV9FppkB7hGveaOOMtM,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5065,8ru9r5mSYKg9YUQAwZ6kke,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5066,4T0cuixLf938KPQc3mcPWo,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5067,1evEEGuxXhF8xv1tOWtjxQ,71153,Stylistic errors,The learner has made a stylistic error.,,MISCONCEPTION,
5068,4APntIETx605Md7SoxZoEG,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5069,2HdFq9ySLjcaMyk1Gzm3vG,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5070,8EJMDBJdEYw9ui0EdxVZKG,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5071,4XFkfbY9aeNarXVxeydkXb,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5072,aabkDpf1In5aLCEpfF0oLx,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5073,5uPP9nFbStx6JoiIif02Yv,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5074,3rjTCMSMHTB5Xl6wescySE,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5075,62IFV9FppkB7hGveaOOMtM,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5076,8ru9r5mSYKg9YUQAwZ6kke,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5077,4T0cuixLf938KPQc3mcPWo,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5078,1evEEGuxXhF8xv1tOWtjxQ,71154,Multiple word use,The learner used a word more than once.,,MISCONCEPTION,
5079,4APntIETx605Md7SoxZoEG,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5080,2HdFq9ySLjcaMyk1Gzm3vG,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5081,8EJMDBJdEYw9ui0EdxVZKG,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5082,4XFkfbY9aeNarXVxeydkXb,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5083,aabkDpf1In5aLCEpfF0oLx,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5084,5uPP9nFbStx6JoiIif02Yv,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5085,3rjTCMSMHTB5Xl6wescySE,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5086,62IFV9FppkB7hGveaOOMtM,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5087,8ru9r5mSYKg9YUQAwZ6kke,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5088,4T0cuixLf938KPQc3mcPWo,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5089,2S9l7epVSccaLe48Xozb76,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5090,5sfYvW5OuJt5z1ZG8IaOOj,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5091,4egjYsdh9Ze65AithRSW6I,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5092,afcGSrIYt9e7hPJWR8xVvE,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5093,3ov5vBM4EGk7w0z9EnLMZZ,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5094,zjSljLL2366dydpnkQ9cb,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5095,1evEEGuxXhF8xv1tOWtjxQ,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5096,57MxBKH2TYg7yimYo0bDY5,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5097,qqbKE61Hz18cPFw7dwQxC,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5098,7Uw9z5ng3bU9ps3Za62wAO,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5099,9LryhUZQVKP9U9s9RHlVES,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5100,YZmwYVgDVh7477b5QhfrW,71155,Missing negation word,The learner has forgotten a negation word.,,MISCONCEPTION,55114.0
5101,4APntIETx605Md7SoxZoEG,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5102,2HdFq9ySLjcaMyk1Gzm3vG,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5103,8EJMDBJdEYw9ui0EdxVZKG,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5104,4XFkfbY9aeNarXVxeydkXb,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5105,aabkDpf1In5aLCEpfF0oLx,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5106,5uPP9nFbStx6JoiIif02Yv,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5107,3rjTCMSMHTB5Xl6wescySE,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5108,62IFV9FppkB7hGveaOOMtM,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5109,8ru9r5mSYKg9YUQAwZ6kke,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5110,4T0cuixLf938KPQc3mcPWo,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5111,1evEEGuxXhF8xv1tOWtjxQ,71156,Missing spaces after punctuation marks,The learner has forgotten spaces after the punctuation mark.,,MISCONCEPTION,
5112,4APntIETx605Md7SoxZoEG,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5113,2HdFq9ySLjcaMyk1Gzm3vG,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5114,8EJMDBJdEYw9ui0EdxVZKG,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5115,4XFkfbY9aeNarXVxeydkXb,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5116,aabkDpf1In5aLCEpfF0oLx,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5117,5uPP9nFbStx6JoiIif02Yv,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5118,3rjTCMSMHTB5Xl6wescySE,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5119,62IFV9FppkB7hGveaOOMtM,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5120,8ru9r5mSYKg9YUQAwZ6kke,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5121,4T0cuixLf938KPQc3mcPWo,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5122,2S9l7epVSccaLe48Xozb76,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5123,5sfYvW5OuJt5z1ZG8IaOOj,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5124,4egjYsdh9Ze65AithRSW6I,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5125,afcGSrIYt9e7hPJWR8xVvE,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5126,3ov5vBM4EGk7w0z9EnLMZZ,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5127,zjSljLL2366dydpnkQ9cb,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5128,1evEEGuxXhF8xv1tOWtjxQ,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5129,57MxBKH2TYg7yimYo0bDY5,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5130,qqbKE61Hz18cPFw7dwQxC,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5131,7Uw9z5ng3bU9ps3Za62wAO,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5132,9LryhUZQVKP9U9s9RHlVES,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5133,YZmwYVgDVh7477b5QhfrW,71157,Wrong verb form,"The learner did not use the verb after the preposition ""to"" in the infinitive.",,MISCONCEPTION,55114.0
5134,4APntIETx605Md7SoxZoEG,71158,Too many spaces,The learner used too many spaces.,,MISCONCEPTION,55114.0
5135,2HdFq9ySLjcaMyk1Gzm3vG,71158,Too many spaces,The learner used too many spaces.,,MISCONCEPTION,55114.0
5136,8EJMDBJdEYw9ui0EdxVZKG,71158,Too many spaces,The learner used too many spaces.,,MISCONCEPTION,55114.0
5137,4XFkfbY9aeNarXVxeydkXb,71158,Too many spaces,The learner used too many spaces.,,MISCONCEPTION,55114.0
5138,aabkDpf1In5aLCEpfF0oLx,71158,Too many spaces,The learner used too many spaces.,,MISCONCEPTION,55114.0
