taskId,language,description,topic_id,word_count,sentence_count
3467,1grw6D1NcPa8lXtz8MuOnc,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Hast du eine Ahnung, wann man den Tag der Deutschen Einheit feiert?",,21,2
3468,6OSk4IKwy1I9hrhqkzTWs1,DE,Schreibe den Satz. Achtung: Nicht alle Nomen gehören zur n-Deklination. Du - fragen - der Arzt - .,,18,3
3469,h8RHBvu0mQ8xCWadnVnyw,DE,"Schreibe den Satz mit Infinitiv mit zu . Er hat vergessen, - einkaufen - rechtzeitig - .",,17,2
3470,aQykrcsuqIg6ZgsmPZn9rQ,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Ich weiß nicht, ob es in Deutschland Meere gibt.",,18,2
3471,9KZcEMZznXga5MpXAohTss,DE,"Schreibe den Satz mit Infinitiv mit zu . Kazim hat beschlossen, - wechseln - seine Arbeit - .",,18,2
3472,7y9Nu85NWpN8F5Gif6o0SA,DE,"Schreibe den Satz mit Infinitiv mit zu . Betül plant, - eine Ausbildung - anfangen - nach dem Sommer - .",,21,2
3473,6UPidYvRQFaaRqe1huuBai,DE,Infinitiv mit oder ohne zu ? Schreibe Sätze und denke beim Infinitiv mit zu an das Komma! Ich plane - wandern gehen - am Wochenende - .,,27,3
3474,6pF5tPOzNNiajI7qfOEuvi,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist die Chefin. Sie kommt um 8 Uhr.,,17,3
3475,2NvcTqGYo4v6bC7UQVgAMc,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Da sitzt die Assistentin. Sie telefoniert mit den Kunden.,,17,3
3476,H4r8Ja6h14aqDjdCqDZ4a,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist die Kandidatin. Ihr wünsche ich den Sieg.,,17,3
3477,3Ic6TVFDco7a3VaLClgVFW,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist der Herd. Ihn repariere ich.,,15,3
3478,9ukIhz08gLU8SHWkU8AfUg,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Dort sitzen die Studenten. Ihnen wünsche ich viel Glück.,,17,3
3479,7UZVEf4FvXg75h2QTnQ5V4,DE,Schreibe den Satz. weder … noch: Caro - trägt - einen Pullover - eine Jacke - .,,17,2
3480,1Mt6iAdHp2S8caAcG7BKG9,DE,Schreibe den Satz. nicht nur … sondern auch: Jan und Tine - gehen - ins Restaurant - ins Kino - .,,21,2
3481,4z1xgpoBry46jF8mGSJNHI,DE,Schreibe den Satz. nicht nur … sondern auch: Die Schülerin - ist - klug - fleißig - .,,18,2
3482,qBwyvnjgvq8ZFDhAdzME4,DE,Schreibe Vergleichssätze. Der Musiker ist beliebt. Das Konzert ist groß. (umso),,11,4
3483,6UtWbjOCb4P5F18m1xMvsG,DE,Schreibe den Satz. nicht nur … sondern auch: Die Sportlerin - trainiert - ihre Ausdauer - ihre Kraft - .,,20,2
3484,9Lwlw7eyR9l6P1S7kfToto,DE,Schreibe Vergleichssätze. Das Thema ist wichtig. Das Publikum ist groß. (desto),,11,4
3485,9Klsp4CjqWX8SjokW2p8mk,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Kannst du mir sagen, ob es in Deutschland Berge gibt?",,19,2
3486,5livMfm9DnHa23pB8OShvl,DE,Schreibe den Satz. Achtung: Nicht alle Nomen gehören zur n-Deklination. Ich - helfen - der Tourist - .,,18,3
3487,9SY2D5vRha28BttoLfhnwg,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Ich frage mich, ob die Deutschen Dialekte sprechen.",,17,2
3488,1XNYrB5WP9l7XvKT5h8ia6,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Ich frage mich, wie viele Einwohner Deutschland hat.",,17,2
3489,4ZJ8i3K1Rux816Mg9ElULE,DE,"Schreibe den Satz mit Infinitiv mit zu . Es ist wunderbar, - schlafen - lange - können - .",,19,2
3490,4J35G98bguq9Ll5X38YNqX,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Ich habe keine Ahnung, wie der längste Fluss Deutschlands heißt.",,19,2
3491,73qMdhpr10n6ovqUMMgTnt,DE,Infinitiv mit oder ohne zu ? Schreibe Sätze und denke beim Infinitiv mit zu an das Komma! Ich - kommen sehen - meinen Vater - .,,26,3
3492,aslojHFw7gkaEFGhZ6yTEs,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Hier liegen die Bücher. Sie sind alt.,,15,3
3493,6H65gj8UQTp8vvzpdBGVvv,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist die Friseurin. Sie schneidet mir die Haare.,,17,3
3494,8uDbiyhWuyA61j3CrKZo9d,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist der Briefträger. Er bringt die Post.,,16,3
3495,apgzoRGhIEE6mlp9F3owtN,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Ich treffe mich mit David. Ihn kenne ich lange.,,17,3
3496,3949mDTWoYoa18gyjDQhDd,DE,Schreibe aus zwei Sätzen einen Hauptsatz und einen Relativsatz. Das ist das Auto. Ich fahre mit dem Auto.,,18,3
3497,1kFd6D2PcAhaMFUcpqBn9u,DE,Schreibe aus zwei Sätzen einen Hauptsatz und einen Relativsatz. Das ist der Kuchen. Wir freuen uns auf den Kuchen.,,19,3
3498,8ZZ8OTRf5EEaRx11Vi2vyx,DE,Schreibe den Satz. sowohl … als auch: Der Garten - hat - Blumen - einen Teich - .,,18,2
3499,9l67tpn3tsm9ebJPriaW7Z,DE,Schreibe Vergleichssätze. Der Maler ist kreativ. Seine Gemälde sind originell. (desto),,11,4
3500,9xgPzKjD1oT80ZWqazHo1w,DE,Schreibe Vergleichssätze. Das Theaterstück ist wenig bekannt. Das Publikum ist klein. (desto),,12,4
3501,6y5ppPSJTeKaiw9M56kB2F,DE,"Schreibe den Satz mit Infinitiv mit zu . Abdul hat vor, - arbeiten - im Ausland - .",,18,2
3502,1HkdQfnkIaba1iUnDlpsUC,DE,Infinitiv mit oder ohne zu ? Schreibe Sätze und denke beim Infinitiv mit zu an das Komma! Sie hat versprochen - helfen - bei den Hausaufgaben - .,,28,3
3503,iLIwiYLi0V9FL5YN0ovLR,DE,Schreibe den Satz. entweder ... oder: Du - kannst - den roten Stift - den blauen Stift - benutzen - .,,21,2
3504,6heSx643F2j86bxRO6cezT,DE,Schreibe aus zwei Sätzen einen Hauptsatz und einen Relativsatz. Das sind die Freunde. Ich treffe mich mit den Freunden.,,19,3
3505,atXLFLz5e6X8UQDGFs2jf4,DE,Schreibe aus zwei Sätzen einen Hauptsatz und einen Relativsatz. Das ist die Tastaur. Mit der Tastatur schreibe ich gut.,,19,3
3506,8jFv3ngRFjt7rKrLfx5Hl8,DE,Schreibe aus zwei Sätzen einen Hauptsatz und einen Relativsatz. Das ist der Hund. Meine Nachbarin erzählt mir von dem Hund.,,20,3
3507,6jQMrd9zp05a7nxL2J4stS,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist der Freund. Ihn kennen alle Nachbarn.,,16,3
3508,1hR8IuPAXLV84bo3mlLymM,DE,Schreibe den Satz. weder … noch: Ich - habe - Pizza - Pasta - bestellt - .,,17,2
3509,9p7QEyZoLNT9yS9DAYygO5,DE,Schreibe den Satz. entweder ... oder: Wir - können - uns - im Café - im Park - treffen - .,,21,2
3510,KKg0zX7qVd7G2oMX9j4PV,DE,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Studierenden durften die Prüfung wiederholen.,,14,2
3511,95ngtcoOJvJ6YoWypbLDon,DE,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Ministerin sollte die Ausstellung eröffnen.,,14,2
3512,7KeH0jBQm9PaFImiNlAwKJ,DE,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Sachbearbeiter musste die Anträge prüfen.,,14,2
3513,5JyAq40KdbI9ts6Oxn1KHg,DE,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Das Team musste das Spiel verschieben.,,14,2
3514,1VTF3xJUPSL7r9RErrtqBf,DE,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Touristen mussten den Urlaub abbrechen.,,14,2
3515,6z0TP1eXiqI6ZE4KmQ8XFN,DE,Schreibe den Satz. Achtung: Nicht alle Nomen gehören zur n-Deklination. Die Kassiererin - helfen - der Kunde - .,,19,3
3516,6aXPcKcbv6t6CPmTGWmUJN,DE,Schreibe den Satz. Achtung: Nicht alle Nomen gehören zur n-Deklination. Die Künstlerin - sprechen mit - der Journalist - .,,20,3
3517,1DAIYg9CQiP7YhjbDkCBmz,DE,Schreibe den Satz. Achtung: Nicht alle Nomen gehören zur n-Deklination. Paul - lernen mit - sein Nachbar - .,,19,3
3518,84XQLGPZhVH9qVMSqOhjwf,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Weißt du, wie die Hauptstadt Deutschlands heißt?",,16,2
3519,4pYoeYHvfYm6m64LyOMEm3,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Weißt du, was das Lieblingsessen der Deutschen ist?",,17,2
3520,6GYQ0Wxqaw69gUBRZoe0l7,DE,Infinitiv mit oder ohne zu ? Schreibe Sätze und denke beim Infinitiv mit zu an das Komma! Ich hoffe - bekommen - eine gute Note - .,,27,3
3521,7c7uVMhV4P58N6KoQqEWJv,DE,"Lies die indirekte Frage und schreibe die direkte Frage. Sagst du mir bitte, wo der höchste Turm Deutschlands steht?",,19,2
3522,3DIFejjsrvE6Q1JQHn3v3Q,DE,Infinitiv mit oder ohne zu ? Schreibe Sätze und denke beim Infinitiv mit zu an das Komma! Ich versuche - machen - mehr Sport - .,,26,3
3523,319wpIDq6JC5BCQ2pjctZI,DE,Infinitiv mit oder ohne zu ? Schreibe Sätze und denke beim Infinitiv mit zu an das Komma! Meine Familie - wollen - morgen im Restaurant feiern - .,,28,3
3524,2v1j9bhRxRK5x08r4G2BED,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist das Fahrrad. Es steht hier.,,15,3
3525,4hnp3mZZXPM6PqmVXitCne,DE,Infinitiv mit oder ohne zu ? Schreibe Sätze und denke beim Infinitiv mit zu an das Komma! Der Trainer erlaubt -schwimmen gehen - nach dem Training - .,,28,3
3526,65SYCfS10Sd9f9PB90Zo0v,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Da läuft der Hund. Ihn lieben alle Kinder.,,16,3
3527,48NnvVtQGR6D2nD4xKlaQ,DE,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Hier sind die Computer. Sie arbeiten schnell.,,15,3
3528,aHut3fb4ZSg6L4AOxBC6lu,DE,Schreibe aus zwei Sätzen einen Hauptsatz und einen Relativsatz. Das sind die Schuhe. Ich freue mich über die Schuhe.,,19,3
3529,5us8e3miOof839b8jaxsbu,DE,Schreibe aus zwei Sätzen einen Hauptsatz und einen Relativsatz. Das ist der Bus. Ich warte auf den Bus.,,18,3
3530,MRzQYikhSX5XfYCzJxxs4,DE,Schreibe den Satz. weder … noch: Ich - mag - Hunde - Katzen - .,,15,2
3531,4Jz6K2wvluf6MAxlO6wZzp,DE,Schreibe Vergleichssätze. Die Mannschaft ist stark. Sie hat viele Fans. (umso),,11,4
3532,3x3qVM7KCrr89JQhH1Myuw,DE,Schreibe Vergleichssätze. Die Fotografin ist bekannt. Die Ausstellung ist gut besucht. (umso),,12,4
3533,6KGB3kKFYuj98KpgKkrgLr,DE,Schreibe den Satz. entweder … oder: Man - kann - den Zug - das Flugzeug - für die Reise - nehmen - .,,23,2
3534,13UI7608E2c6uSrPNzIeD8,DE,"Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten. Modell von Magneten Manfred Grote, Lüchow Münzen und Schraubenmuttern ziehen sich normalerweise gegenseitig nicht an. Trotzdem werden die Münzen hier von der Schraubenmutter gehalten. Auch die Münzen untereinander ziehen sich an. Eine Stricknadel wird zum Magnet Streicht man mit demselben Pol eines starken Magnets mehrmals in derselben Richtung über eine Stricknadel aus Stahl, so kann die Nadel anschließend eine Büroklammer aus Eisen anziehen. Eine Stricknadel wird magnetisiert. Marzell, Alfred, Schwäbisch Gmünd Untersucht man die Stricknadel mit einer  Magnetnadel magnetisiert Durchtrennt man die Stricknadel in der Mitte, so sind beide Teilstücke wieder vollständige Magnete mit jeweils einem Nord- und einem Südpol. Das Modell der Elementarmagnete Um die Beobachtung zu erklären, stellt man sich vor, dass die Stricknadel aus sehr vielen sehr kleinen Magneten besteht. Diese werden  Elementarmagnete Modell der Elementarmagnete Marzell, Alfred, Schwäbisch Gmünd Anwendung des Modells Könnte man die Ordnung der Elementarmagnete aufheben, müsste aus dem „Stricknadel-Magnet“ wieder eine normale Stricknadel werden. Dies gelingt tatsächlich mit mehreren Hammerschlägen auf den „Stricknadel-Magnet“ oder durch starkes Erhitzen. Die Stricknadel wird so  entmagnetisiert Ein Eisennagel lässt sich sogar noch leichter magnetisieren und entmagnetisieren als die Stricknadel aus  Stahl Stahl ist eine besondere Metall-Legierung, die hauptsächlich aus Eisen besteht. Nord- und Südpol eines Magnets treten immer gemeinsam auf. Beim Teilen eines Magnets entstehen zwei neue Magnete mit jeweils einem Nord- und einem Südpol. Man stellt sich vor, dass jeder Magnet aus geordneten Elementarmagneten besteht. Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben. Jeder Magnet besteht aus geordneten Elementarmagneten. Sägt man den Magnet in der Mitte durch, so bleibt die Ordnung erhalten. Der Magnet besteht immer noch aus Elementarmagneten. Weiteres Zersägen ändert daran nichts. Du schlägst mit dem Hammer auf einen magnetisierten Eisendraht. Er ist dann kein Magnet mehr. Erkläre dies mit Hilfe des Modells der Elementarmagnete. Durch die Erschütterung geraten die Elementarmagnete wieder durcheinander. Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten. Wenn dem Gegenstand aus Eisen der Nordpol eines Magnets zugewandt ist, richten sich die Elementarmagnete des Eisenstücks so aus, dass ihre Südpole dem Magnet zugewandt sind. Ungleichartige Pole ziehen sich an. Ist dem Eisenstück der Südpol des Magnets zugewandt, richten sich die Elementarmagnete so aus, dass dem Magnet ihre Nordpole zugewandt sind - daher auch in diesem Fall Anziehung.",,413,29
3535,1hKt5CrhMQAagkCrji3N9R,DE,Erkläre die Bedeutung des folgenden Ausdrucks: fachsprachlich,,7,1
3538,1HlJ2E0Eh6j9dPb2nRyAhz,DE,Auf welchem Markt kann ein Unternehmen sowohl Angebote in Anspruch nehmen als auch Anbieter sein?,,15,1
3539,2RiximE6Ppw9yYqb4WqGca,DE,"Formuliere deine Antwort mithilfe eines Satzes. Wenn die Führungskraft eine Aufgabe oder ein Projekt an einen Mitarbeiter delegiert und ihm somit zuweist, gibt es drei Regeln für diese Aufgabe. Die erste besteht darin, dass dem Mitarbeiter alle Informationen, Anweisungen und Anforderungen in Bezug auf das erwartete Ergebnis des Auftrags gegeben werden. Die zweite Regel besagt, dass der Auftrag auf die Person zugeschnitten sein muss, und zwar sowohl hinsichtlich der Kompetenzen als auch der Zeit- und Terminvorgaben. Die dritte - und grundlegende - Regel schliesslich besteht darin, dass der Manager die Aufgabe gegenüber dem Mitarbeiter "" begründen "" muss. Was soll deiner Meinung nach dem Mitarbeiter mit diesem Begriff vermittelt werden, damit er die Aufgabe vollständig und den Erwartungen entsprechend erfüllen kann?",5380.0,121,6
3540,4j6nd5HMVdP9wk9Nw8O98g,DE,"Formuliere deine Antwort mithilfe eines Satzes. Coaching besteht darin, einem Mitarbeiter bei einer Problematik zuzuhören und ihm dann Lösungen zu präsentieren, wie er sein Problem lösen kann. Erkläre, warum diese Aussage FALSCH ist. Correct Reference Answers:
-  nein, ein coaching hilft den Mitarbeiter zu befähigen. - Den Mitarbeiter bei der Lösungsfindung unterstützen
- Ich helfe dem Coachee und lasse mir die Lösung dann präsentieren

Wrong reference Answers:
- Coaching ist eine Person, die ihre eigenen Lösungen finden muss. - Coaching besteht darin, einem Mitarbeiter bei einer Problematik zuzuhören und ihm dann Lösungen zu präsentieren, wie er sein Problem lösen kann. - Als Führungskraft kann man seine Mitarbeiter bei der Lösung unterstützen
- Coaching besteht darin die Mitarbeiter zu Schulen aber nicht die Lösungen zu präsentieren",5387.0,125,7
3541,6GcrrTPeR6c5Zh8UKC8ZiL,DE,"Formuliere deine Antwort mithilfe von Sätzen . Die Bewertung von Mitarbeitern und ihrer Leistung gehört zu den grundlegenden Elementen der Führungsrolle. Wir denken, dass wir immer objektiv und sachlich sind, aber wir bleiben Menschen ... daher sind wir immer geneigt, unsere Meinung zu allem und jedem auf eine oft voreingenommene Art und Weise zu sagen. Wir führen aufgrund bestimmter Verzerrungen oft subjektive Beurteilungsgespräche durch. Um dir ein Beispiel zu geben: Der Stimmungseffekt ist eine Tendenz, die dadurch entsteht, dass unsere Bewertung des Mitarbeiters je nachdem, ob wir gut oder schlecht gelaunt sind, gut oder schlecht ausfällt... je nachdem, wie wir gelaunt sind. Nenne deinerseits ein Beispiel für einen Bias oder eine subjektive Bewertung.",5386.0,113,6
3542,8NWrpGFs11B9KTMC1ZlRCR,DE,"Formuliere deine Antworte mithilfe von Sätzen. „Wenn ich acht Stunden Zeit hätte, um einen Baum zu fällen, würde ich sechs Stunden damit verbringen, meine Axt zu schleifen“. Dieser Satz von Abraham Lincoln verdeutlicht, wie wichtig die Planung in der Rolle einer Führungskraft ist. Nenne die DREI (3) Regeln für eine erfolgreiche Planung.",5380.0,52,4
3543,aPrh8fBnanQ92GaBYNLbQD,DE,"Formuliere deine Antwort mithilfe von Sätzen . Die Zusammenstellung eines Teams und seine Organisation sind das Ergebnis ständiger Arbeit. Es wird angenommen, dass vier Faktoren für eine erfolgreiche Teamarbeit erfüllt sein müssen, damit die Dinge gut funktionieren. Erstens: Schaffung günstiger Rahmenbedingungen: Strategie, Kultur. Zweitens: Zuteilung sinnvoller Aufgaben in Form von Gruppen- oder Einzelarbeit. Die persönliche Bereitschaft zur Teamarbeit ist der dritte grundlegende Punkt, der das ""Ich"" repräsentiert. Zum Schluss gibt es noch einen letzten Punkt, der besonders wichtig zu schaffen und zu pflegen ist und der zum ""Zusammenleben und -arbeiten"" gehört: das ""Wir"". Was ist das?",5377.0,96,8
3544,adVoHQCS9hcaAEIYsNj3zV,DE,"Beantworte die Frage mithilfe eines kurzen Satzes. Erfolgreiche Teams wissen, dass sie sich als Ganzes mit der gleichen Beharrlichkeit entwickeln müssen wie jedes Teammitglied auch für sich selbst. Es gibt Situationen, die typische Gelegenheiten für die Entwicklung eines Teams darstellen. Nenne ein Beispiel für eine solche Situation. Correct reference answers:
- Krankheitsausfall
- Gemeinsamer Erfolg
- Arbeitslast
- gleiches Ziel
- Gegenseitige Challanges. Gesunder Wettbewerbsgedanke. Man hilft und unterstützt einander. Motivieren. - Als Führungsperson übernimmst du eine zentrale organisatorische Rolle in einem kontinuierlichen Teamentwicklungsprozess. Während das Bedürfnis nach ständiger Weiterentwicklung idealerweise vom Team selbst ausgelöst wird, ist es vor allem deine Aufgabe, das aktuelle Thema aufzugreifen und mit dem Team zu bearbeiten. Es gibt viele Gelegenheiten, bei denen sich das Team weiterentwickeln kann. Die zu lösenden Probleme sind zwar gute Ausgangspunkte, aber es ist auch gut, nicht erst auf die Probleme zu warten, um das Team zu entwickeln. Wrong reference answers:
- Teamevent",5378.0,153,13
3545,N5mCYD9b0D7uISIZu46IJ,DE,"Formuliere deine Antwort in einem Satz oder anhand einiger Stichwörter. „Wenn ich als Führungskraft Aufgaben delegiert habe, bin ich nicht mehr für diese Aufgaben verantwortlich. Folglich muss ich auch nicht mehr für mögliche Fehler oder Verfehlungen im Rahmen der delegierten Aufgaben haften.“ Warum ist dieser Satz deiner Meinung nach falsch? Correct Reference Answers: 

Wrong Reference Answers: 
- Meine Aufgabe ist die Mitarbeiter auf den richtigen Pfad zu leiten
- Die Mitarbeiter weiterhin unterstützen und motivieren. - Eine Delegierung heisst eine Förderung oder Befähigung eines Mitarbeitenden und nicht die Abschiebung von Verantwortung. - Ich bin für meine Team verantvortlich
- Weil ich es im danach kontrollieren sollte",5378.0,106,6
3546,ipOnFWjvm7KViEim5aiF,DE,"Die Theorie X von McGregor stellt einen Teufelskreis dar. Erkläre in einem Satz , warum.",5376.0,15,2
3547,ZDbzNETHiq99TPDtCdIaX,DE,"Formuliere deine Antwort in mehreren Stichworten oder in einem Satz. In Herzbergs Zwei-Faktoren-Theorie können Motivationsfaktoren die Motivation und die Leistung steigern, wenn sie gegeben sind. Hygienefaktoren hingegen haben langfristig keinen nennenswerten Einfluss auf das Engagement der Mitarbeiter. Was nützt es also, diese Faktoren zu verbessern?",5381.0,45,4
3548,UrRCfXjiSV8GIeuIRo4s1,DE,"Formuliere deine Antwort mit Sätzen. Eine Aufgabe, die delegiert wurde und die nur teilweise oder gar nicht ausgeführt wird, ist eine Rückdelegation. Es gibt verschiedene Gründe, die dies erklären können. Durch deinen Führungsstil trägst du sicherlich direkt oder indirekt dazu bei. Nenne ein Beispiel für einen Grund, der deine Verantwortung für eine Rückdelegation erklärt.",5377.0,54,5
3570,bk7y4TypsD9FnDbyC6HUJ,DE,"Formuliere deine Antwort in einem Satz. Es ist sehr hilfreich, in einem Konflikt die Meinung eines neutralen Beobachters einzuholen und eine dritte Person mit dieser Rolle zu betrauen. Warum?",5419.0,29,3
3571,4bpvQu99nru7YfSkd9sGnm,DE,"Michael E. Porter hat sich intensiv mit der Frage „Was ist Strategie?“ im Zusammenhang mit Unternehmen beschäftigt. Porters Kernaussage besteht darin, dass die Gewinne der Unternehmen gefährdet sind, wenn die Wettbewerbsfähigkeit gestärkt wird. Nenne eines der fünf Beispiele für Wettbewerbsfähigkeit, die den Gewinn eines Unternehmens beeinträchtigen kann.",,47,3
3572,88sVR4fKxie7sti2j3VF0d,DE,"Nenne in wenigen Sätzen ein Beispiel für eine Notsituation, die zu einem Innovationsschub geführt hat.",,15,1
3575,PPLha6spfh6wMSR2Jf07w,DE,"Welche Begrüssungen sind für ein Verkaufsgespräch angemessen? Schreibe auf, wie du dein gegenüber begrüssen würdest Wir möchten lernen, wie man eine Person im Gespräch begrüsst",,25,2
3576,9BRwWmyGeQV5XkV48QeFPX,DE,"Widerspiegelt die Geschichte vom Elch mit der Gasmaske die Welt des «guten» Verkäufers? Der Verkäufer und der Elch Von Franz Hohler Kennt ihr das Sprichwort «Dem Elch eine Gasmaske verkaufen»? Das sagt man im Norden von jemandem, der sehr tüchtig ist, und ich möchte jetzt erzählen, wie es zu diesem Sprichwort gekommen ist. Es gab einmal einen Verkäufer, der war dafür berühmt, dass er allen alles verkaufen konnte. Er hatte schon einem Zahnarzt eine Zahnbürste verkauft, einem Bäcker ein Brot und einem Obstbauern eine Kiste Äpfel. «Ein wirklich guter Verkäufer bist du aber erst», sagten seine Freunde zu ihm, «wenn du einem Elch eine Gasmaske verkaufst.» Da ging der Verkäufer so weit nach Norden, bis er in einen Wald kam, in dem nur Elche wohnten. «Guten Tag», sagte er zum ersten Elch, den er traf, «Sie brauchen bestimmt eine Gasmaske.» «Wozu?», fragte der Elch. «Die Luft ist gut hier.» «Alle haben heutzutage eine Gasmaske», sagte der Verkäufer. «Es tut mir Leid», sagte der Elch, «aber ich brauche keine.» «Warten Sie nur», sagte der Verkäufer, «Sie brauchen schon noch eine.» Und wenig später begann er mitten in dem Wald, in dem nur Elche wohnten, eine Fabrik zu bauen. «Bist du wahnsinnig?», fragten seine Freunde. «Nein», sagte er, «ich will nur dem Elch eine Gasmaske verkaufen.» Als die Fabrik fertig war, stiegen so viel giftige Abgase aus dem Schornstein, dass der Elch bald zum Verkäufer kam und zu ihm sagte: «Jetzt brauche ich eine Gasmaske.» «Das habe ich gedacht», sagte der Verkäufer und verkaufte ihm sofort eine. «Qualitätsware», sagte er lustig. «Die anderen Elche», sagte der Elch, «brauchen jetzt auch Gasmasken. Hast du noch mehr?» (Elche kennen die Höflichkeitsform «Sie» nicht.) «Da habt ihr Glück», sagte der Verkäufer, «ich habe noch Tausende.» «Übrigens», sagte der Elch, «was machst du in deiner Fabrik?» «Gasmasken», sagte der Verkäufer.",,304,15
3577,96PBOYU9GSs7xk00wuirob,DE,Schreibe den Satz im Passiv Präsens. den Müll - trennen,,10,2
3578,8Q78SI06vJ7akX5luvNsnZ,DE,Definieren Sie die Begriffe Rechtsfähigkeit und Handlungsfähigkeit in Ihren eigenen Worten und machen Sie ein konkretes Beispiel dazu.,,18,1
3579,GEMjfdX3kQafzDFBbQRZo,DE,"Beschreiben Sie in eigenen Worten, was Sachtexte und was literarische Texte sind.",,12,1
3581,96Qjy0M6SUO6jXjl6KmaDm,DE,Schreibe den Satz im Präteritum. Früher - umarmen - du - mich immer zum Abschied.,,15,2
3583,7sfrWR2LvXy7PPpSItCkse,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief kalt",,13,2
3584,4OdmNVpfEsi8MWNeHByw6I,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief oben",,13,2
3585,abmdZ0cSQ9K7O1iA6pBRby,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief überlegen",,13,2
3586,4jEmL16lLHZaeaq5mIH9Dq,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief ruhig",,13,2
3587,9hG9eBiBRyC7FK4HqYrnSX,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief alt",,13,2
3588,58xu8jjlLOa6UoYmWqGl17,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief gross",,13,2
3589,46AHi0v2FDwa1oBjojFe8r,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief kurz",,13,2
3590,96X2pfWKZ2J8DBqss2bIUy,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief leicht (Gewicht)",,14,2
3591,2H3CxhUmlDkaLh2r0Jh1OS,DE,"Notiere ein Adjektiv, das als Gegenteil verstanden werden kann. Beispiel: hoch tief leicht (Aufgabe)",,14,2
3595,9uIazdx7nU85Bv6zG7IHu5,DE,"Es gibt verschiedene Faktoren, die auf Ihre Kundschaft in einem Verkaufsgespräch vertrauensbildend und überzeugend wirken. Wir sollten alle möglichen Massnahmen auflisten, welche vertrauensbildend sein können.",,25,2
3597,EkJ8bvMFGY8X5TNqk753z,DE,Schreibe den Satz im Präteritum. In der Vergangenheit - wohnen- mehr Menschen - auf dem Dorf - .,,18,2
3598,4TtC2ewePR575rT1lAROOU,DE,Schreibe den Satz im Präteritum. Damals - sagen - du - nicht die Wahrheit - .,,16,2
3599,45wBwYwCDXC8AnZtmr8Bt7,DE,Schreibe den Satz im Präteritum. Am Wochenende - verkaufen - ich - mein Fahrrad - an einen Freund - .,,20,2
3600,adFcnpiRtzR9UMt3rRzCHL,DE,Schreibe den Satz im Präteritum. Gestern - erledigen - Julius - die Hausarbeit - .,,15,2
3601,5TsFw39Sps6acB6RNAn4ao,DE,Schreibe den Satz im Präteritum. Früher - reisen - wir - mehr durch die Welt - .,,17,2
3602,3jEYp7pcqGPa6ULys8Lgyj,DE,Schreibe den Satz im Präteritum. In der letzten Woche - helfen - ich den Nachbarn - beim Umzug - .,,20,2
